trainnumber,elviraid,delay
556065,4,8.506617647058825
55568,531,8.480140947160642
36H8019,6,8.470092757705656
55204,533,8.460186227241977
5512582,1,8.45360824742268
551274,1,8.445544554455445
5512734,1,8.416666666666666
5512605,2,8.411820330969267
5519032,2,8.403896103896104
5519796,188,8.350201764390762
36H4161,554,8.337495919928926
55811,534,8.324901183048592
551868,149,8.316483451886267
558531,63,8.294510230417185
5519763,89,8.281433925930305
5518561,137,8.268265659633398
559578,18,8.267340146090218
5515029,2,8.258108108108107
5518298,7,8.257488451600954
5511637,10,8.249437049179683
5511727,1,8.242857142857142
36H4750,2,8.241719520789287
551866,140,8.23118002860123
36H4740,2,8.19212962962963
5519704,185,8.16928389563147
5561,511,8.137496015393872
5512705,1,8.133333333333333
5512606,2,8.121314858490566
5536728,370,8.106969404205966
551609,1,8.105263157894736
559221,519,8.091234299674872
5512278,8,8.086447826669092
55746,225,8.068273453748924
43317,4,8.064386896951312
55807,513,8.045750702043216
5518511,169,8.014125386091246
55566,523,7.996481195659116
5519754,74,7.983810452008175
55928,232,7.955925357929716
43311,2,7.952820512820513
36H4607,4,7.924373219373219
55654,518,7.910356730250104
5537111,524,7.879238666726192
5511863,1,7.872727272727273
551862,138,7.862351624539191
5512703,1,7.857142857142857
36H4587,4,7.853988603988604
551854,140,7.834383519527304
5519793,185,7.832922456106608
5512614,1,7.824561403508772
439839,10,7.80919824654837
558994,422,7.773354304083157
551956,72,7.752503298622443
551972,41,7.743387488820509
558992,422,7.70638366646724
55801,526,7.700609825520833
551842,137,7.692122023905626
5535013,62,7.6774548342468325
55817,515,7.667530672955886
55815,517,7.642787377309754
5511615,1,7.614457831325301
551861,141,7.610929760081662
5519711,187,7.590266269647818
5511998,5,7.580718085106383
5519203,78,7.579221419538773
551871,164,7.537232129840981
55803,517,7.5289373660498295
36H4208,363,7.526095620183409
5512603,2,7.520833333333333
551874,141,7.506504791638977
551846,3,7.496751013992394
5518254,29,7.491302466875366
551516,1,7.425
55758,5,7.3990864041020385
5512553,2,7.392857142857143
5512650,1,7.392
5512348,3,7.391023766352771
5511729,1,7.385964912280702
5535638,64,7.382350674731527
55652,519,7.324598123827372
5519609,4,7.316202031695774
5512901,1,7.314285714285714
551786,149,7.303464473420758
558901,555,7.286936469682156
55140,516,7.277329196282965
551908,76,7.268818975834838
55506,519,7.258716922773171
55526,524,7.246601517994787
557408,525,7.2292204251767895
55186,536,7.224992173418353
43926,3,7.219503986745366
439015,1,7.212121212121212
559603,501,7.210203017103411
36H4322,9,7.198517670989067
5519601,6,7.183320569604365
55564,520,7.158988039242356
5537338,181,7.158760906814475
55143,357,7.146767361539013
55541,528,7.140426211791935
55194,518,7.129625923908908
557406,515,7.115009692177869
5518964,20,7.096013545996901
551564,8,7.07131645917541
557401,234,7.052976314435185
438902,2,7.051724137931035
558031,516,7.035365541193084
5519764,74,7.034254682131318
5511823,1,7.031914893617022
5513345,4,7.017779213109914
55742,226,7.015199090732106
5519765,74,7.008508229502335
5535011,65,6.982263951707157
5516019,2,6.972222222222222
5519708,190,6.9581465723427804
5511991,3,6.951149425287356
551902,70,6.940473769602201
5519705,185,6.935943584474358
5536951,122,6.928858742288098
5519721,186,6.909353097457197
5518808,139,6.8970419596032535
551877,137,6.887922680101231
558995,415,6.885277803024645
4319173,6,6.8642705061822715
55656,519,6.843898727354503
5519690,6,6.8349468542712115
5575,510,6.819695768618112
5519771,144,6.789362995181013
5519006,72,6.788507923100761
5519716,181,6.771681808471742
551140,1,6.739130434782608
555098,512,6.7377058887357615
5539511,536,6.737032245406608
5535631,64,6.730217331956399
5516160,1,6.721311475409836
557438,517,6.706019031433644
55473,575,6.688947904690092
5511849,1,6.679245283018868
5519638,137,6.6625934295989095
5516107,2,6.636111111111111
5519726,183,6.632141401360058
55188,595,6.6219793913713065
558041,526,6.594220930213445
36H8450,6,6.586777807454891
55606,520,6.555395529238469
5519725,186,6.554816462582253
55951,154,6.5532803238073205
5512204,2,6.549019607843137
5518503,227,6.548250966251269
558251,442,6.54695809279681
55628,111,6.53746366144532
5535023,62,6.536371830194319
5519794,185,6.53249092832331
55745,228,6.520555209769839
5539524,240,6.514115889766588
5519622,145,6.504785169167789
558997,408,6.50286985413948
36H2551,7,6.494977739592284
55528,518,6.4916645371572
5536718,393,6.487064591312561
5517708,1,6.482758620689655
55560,517,6.466483373088375
5535417,509,6.466362154599841
551787,136,6.43938471978291
55511,539,6.424325880116567
5515607,135,6.408892712504102
55650,513,6.407315122211603
55618,522,6.398371357730896
5519756,80,6.3943731657142155
5518491,22,6.3911268902817655
551878,202,6.364726863702594
5518496,11,6.363291873230597
55805,517,6.35613218649455
55142,383,6.336963107824125
5519723,183,6.330266354421296
5516136,2,6.321739130434783
5518608,72,6.315834439344268
555087,510,6.30915548977411
5519008,74,6.30849241289072
5511778,4,6.3
55748,525,6.290572011709394
558904,503,6.267532572492106
558907,512,6.265837652651307
5519608,172,6.264153696678522
5512708,1,6.25
55638,505,6.247754005222492
5518582,7,6.246572871572872
36H1909,163,6.229793908775379
5519718,195,6.2146066103129725
558047,513,6.175582964718013
5534418,15,6.173416373386961
5516708,41,6.171337941559873
5534,513,6.170104040691594
5519713,197,6.16626607119387
55553,519,6.165542426587539
559521,521,6.163213074598339
5519722,183,6.155426692174436
558903,516,6.150709543135785
55522,513,6.1458285883762676
5519715,183,6.14500433266454
55741,229,6.139246576452204
55743,228,6.133170209437962
5519618,165,6.129895896639791
55190,514,6.128837317232432
555718,518,6.128270329966983
5519697,65,6.123334177861201
5512146,2,6.108931337119256
556186,1,6.09375
4319162,5,6.078865820678178
551036,84,6.07668017531188
559693,529,6.0755941325175575
5512707,2,6.071428571428571
5536566,260,6.0712620299575075
43909,1,6.068965517241379
55582,226,6.060981280836735
551950,59,6.059057319125073
5536748,421,6.0524170202977725
55310,254,6.050931096127316
5519651,64,6.050414088836018
5533,517,6.046463285321328
556063,4,6.004598662207358
55312,224,6.001422999053349
5516102,1,5.991379310344827
5519767,72,5.975005147213901
559648,456,5.961104039700711
5518584,7,5.955345093502989
5538812,64,5.952159743480954
551904,72,5.950824873502262
55311,226,5.946039275341227
557407,514,5.942600176639531
5511999,6,5.942489795564746
555722,346,5.942253065200249
55562,517,5.9406260943376825
555758,517,5.927549413683484
55557,512,5.926624481983414
551952,70,5.9141904916791335
55682,514,5.910264378134826
5519703,185,5.904301671287522
5519795,185,5.904147766561295
555738,527,5.902784152206173
36H7050,1,5.9
5519766,74,5.8987012371846195
5535027,63,5.89629807699146
551847,137,5.893727172288867
5519751,151,5.887131816848367
55341,387,5.8849569934421355
55141,511,5.884776550037508
36H1286,22,5.883343985893206
555746,350,5.882787159693304
4319174,6,5.867196414290191
555726,314,5.864449813479886
55543,516,5.8508960797264855
556611,537,5.84098223360695
558906,531,5.833729791425687
5518541,34,5.831797388661784
55626,526,5.770846339943936
55726,519,5.754701631252558
5519700,181,5.750670275778763
55608,524,5.747657895723925
5512407,310,5.746617710349512
55366,105,5.742316686216523
555038,518,5.739285902776311
557728,533,5.735213114372359
4319918,1,5.725806451612903
55313,243,5.723985410563502
555136,518,5.722583038806904
5535242,115,5.712508101817488
55184,518,5.708798898175983
551575,17,5.703163670787545
5516106,2,5.698019801980198
555218,509,5.6961210434274
43313,1,5.6938775510204085
554592,58,5.690153310238623
5534918,121,5.687727267087572
551903,72,5.681656111816378
5536723,444,5.677863191587113
5536736,282,5.674049206423026
5512654,3,5.670175438596491
4319184,5,5.669896545529808
555348,516,5.650367390865149
55524,515,5.646064372295884
55963,546,5.639904510710382
5511539,1,5.636363636363637
5519724,184,5.62680622045479
557404,516,5.607785639421484
5536713,444,5.603785628705088
4318995,1,5.6
5515716,38,5.5970486775091075
553346,347,5.593200136078551
55551,526,5.58617301131262
5519623,136,5.584646760266208
558951,546,5.584611545695064
5518738,73,5.56458529651945
36H4405,6,5.5615065141946864
5512728,1,5.555555555555555
55936,516,5.540072714416405
5518404,187,5.538500695035647
55559,513,5.530884435100202
5519714,187,5.530165170206898
555044,511,5.529506815762433
5519731,176,5.528252229302233
5579,516,5.517916258394333
555097,511,5.513261933759339
555728,364,5.512410593037386
558905,509,5.5083098651119125
4319156,5,5.502192807192808
55616,293,5.498077368953809
36H3034,460,5.492822786741185
5536658,30,5.4911981389768725
555085,513,5.486512245643188
55966,535,5.477777917428305
555118,546,5.466247583991769
557504,289,5.465906773860961
555146,537,5.462027419238649
5515502,218,5.461648803371276
5511560,1,5.458715596330276
43943,4,5.44875450180072
36H4392,8,5.435706549438821
5519758,145,5.4341809367302005
438904,2,5.433552091878589
5512713,1,5.421052631578948
555092,510,5.413155864301696
36H1815,3,5.409232737721109
5511406,1,5.407407407407407
55826,537,5.404215871581192
5516907,136,5.402363787604352
5539514,513,5.397213210655177
559602,484,5.39309479722549
55747,227,5.3920898393927885
55504,519,5.387429340751871
553386,344,5.374218727024564
558263,297,5.370059474619434
555093,513,5.369357802710758
5519621,136,5.3690391193094635
5518966,20,5.362216095483517
55711,530,5.359827828936579
36H5709,4,5.344566993464053
36H4567,6,5.340201086820424
36H4425,6,5.3225589225589225
55953,520,5.317307893861524
556184,1,5.314285714285714
5512615,2,5.295811818703385
5519615,136,5.2893411996112905
55733,527,5.288191564214225
551967,70,5.27927872179629
552611,470,5.277021028803924
5511195,1,5.2727272727272725
559008,540,5.269754077448042
5537428,453,5.2686397584920455
559601,532,5.265615047440463
557731,534,5.262005454293157
55192,518,5.260539695848406
555736,516,5.253840119038643
5512411,1,5.25
5512733,1,5.25
5511486,3,5.241379310344827
551951,108,5.2411471433057155
557912,27,5.240250417671378
55555,517,5.238358241396169
55721,172,5.237850807363708
5518520,107,5.237582418439378
555228,516,5.22889243859953
559306,348,5.228560007621976
55736,526,5.227844451726347
551941,48,5.213640088150201
559608,539,5.210234438782644
55713,516,5.204879048003215
5539021,528,5.199169346458021
558033,519,5.19668344539147
5519625,136,5.196497622116893
55147,516,5.195127475392851
5519696,81,5.194415481782071
5511731,2,5.190298507462686
5518802,104,5.185626163571704
55602,512,5.1807279566917455
5519712,198,5.17990366153388
5537328,512,5.173759367397884
5518206,19,5.171531655204885
5518408,115,5.167924662182984
5518506,166,5.165572458004028
43933,4,5.158556712450155
558971,261,5.157567951204815
551906,72,5.1553779763832415
4319176,6,5.152231896965857
555083,513,5.146602243257512
5512727,2,5.1408940397351
551905,70,5.135082775636565
557548,484,5.131371494478779
552858,337,5.12696727888325
5536735,391,5.122483863381131
558900,504,5.122204411122645
36H4198,492,5.121753402309038
555086,510,5.101007208215686
5535017,64,5.086989208107402
5512652,1,5.086734693877551
55958,550,5.079513773998201
553328,358,5.072204455557189
553348,523,5.067794267991718
559695,447,5.066792959540383
55614,518,5.064245704539776
36H4261,7,5.05947237431558
555741,516,5.057353950578638
55860,436,5.0431349977337785
553351,517,5.039739575808876
55967,516,5.0355145545163555
551674,22,5.035219160917849
55246,513,5.031693828253782
5519633,135,5.030627147016851
55756,300,5.019782375702843
55908,517,5.008104256212843
5539018,519,5.00135565595206
5519743,168,5.0002168915336105
5519606,250,4.998426909005361
555258,505,4.998075558561555
5519768,72,4.99450314397586
55926,280,4.989984087093374
5534913,120,4.988358817485992
5537118,524,4.9843782167174915
551963,72,4.975924602741688
55172,345,4.9758795116322165
559738,83,4.974570259035451
55818,532,4.968921906566389
55518,527,4.964612705594133
555513,513,4.957675948052684
55144,513,4.94580114552991
555748,354,4.9447611843770325
55379,242,4.944566386812492
5519775,96,4.943978683232535
5511843,2,4.942424242424242
55718,534,4.935659044828467
555096,513,4.9319427016488495
55906,506,4.926041692933253
55520,513,4.918558124934606
555142,514,4.913865901841865
5511533,2,4.913247863247863
55340,446,4.912117558701685
55182,515,4.910278723930968
5538258,46,4.909150977186379
552886,338,4.908590409958003
555501,524,4.904621708122778
555848,508,4.899420692240455
55508,546,4.8942435460647555
5518504,178,4.89289102169051
55731,14,4.8904016828024455
5536711,433,4.888256271326541
556338,490,4.886489487814791
553356,517,4.885252259556041
552626,127,4.877375971767205
5535012,64,4.875213022137484
5518509,195,4.8736542752826635
36H8009,7,4.863535028046306
5512061,1,4.857142857142857
5518251,85,4.856609370753252
55716,517,4.85543199320165
55916,517,4.850352062567058
5535020,63,4.8443417107679965
5519605,6,4.8372650690708765
5574,527,4.833182985000557
559548,246,4.833139925736486
552302,65,4.832780900737619
55752,293,4.828984129734876
554501,59,4.827421265661217
558551,308,4.826619437907964
5535512,349,4.816657592105713
55806,518,4.816284422202336
43911,5,4.8141889556983894
555236,515,4.812597039262145
558958,535,4.812100502077214
553048,361,4.807883264347904
5519616,136,4.799385841251217
5512140,1,4.798165137614679
5513315,4,4.79770171957672
5519613,137,4.792569550151458
55270,441,4.79146500623405
553036,351,4.78391333403069
551953,72,4.782714304691811
555716,516,4.782288796380306
551568,2,4.78195067264574
555084,510,4.770462504464623
555057,513,4.768327682489101
552691,56,4.754960238231609
55701,532,4.75176594752137
5513701,2,4.751713564213564
5515403,28,4.751253158638828
559457,152,4.737373306685575
558953,510,4.7339998586784535
5534446,15,4.733971300104477
55956,517,4.7240161780809675
55377,223,4.723513640625953
5512718,1,4.722222222222222
36H4818,20,4.721612541717805
551603,1,4.721153846153846
5519727,184,4.720501513421127
556428,225,4.710888238293722
555503,518,4.708282818924888
555744,354,4.69814864884075
55802,512,4.697620483000762
5518702,52,4.694937261103716
5512247,52,4.692675483287505
5518718,70,4.689881342259996
555144,519,4.680979744258049
55954,517,4.673408786180401
559061,517,4.671086567733168
554991,1,4.666666666666667
5518401,184,4.6641086349406295
55604,516,4.658028141269224
5538814,64,4.650836625210278
55922,287,4.649619306391382
55148,383,4.640896997974967
5536753,70,4.637355712402307
5517748,1,4.636363636363637
5512725,1,4.625
555124,517,4.62113690942455
5539526,518,4.61644313761267
5536726,453,4.612424605795588
55509,513,4.604084235374498
55917,507,4.599808342084445
5538611,206,4.598056305020383
55556,518,4.596900426775042
5518603,11,4.595582758001566
5536737,389,4.592029064238797
36H1219,28,4.5867216664757775
5531911,52,4.586242114373068
5519791,136,4.580554219713576
557039,349,4.571686513705067
55808,532,4.570526668079834
5511650,1,4.5701754385964914
554982,1,4.555555555555555
555138,541,4.548722001876661
55942,511,4.5438169101031445
55723,518,4.5429353714399845
559696,511,4.537292100352163
55944,515,4.5348621566072564
5512715,1,4.533333333333333
55931,525,4.5322930068717735
559218,516,4.521039424285084
5511318,1,4.5210084033613445
5537351,330,4.517391010671664
553378,528,4.513226697090246
555214,511,4.510014759564325
5513121,1,4.5
5512735,1,4.5
5536563,261,4.4994095346488425
5536966,222,4.492813431224165
5518405,191,4.49032096768346
555743,353,4.490252685887651
55703,516,4.488617568448777
55809,514,4.485156028204783
553161,172,4.4851505863115015
558552,51,4.48475983056746
5519066,44,4.481393579636623
5536746,419,4.48121362523148
5518904,1,4.47457627118644
5519735,170,4.474371354643285
5512716,1,4.473684210526316
5539522,423,4.4733313553512675
555732,513,4.471685360630632
5512726,1,4.470588235294118
5519003,73,4.467614052595568
5511878,1,4.464566929133858
553332,512,4.454722579759672
55407,250,4.452956314945672
555114,518,4.449771403184399
555116,520,4.444917300799623
55964,518,4.4448382814284635
559605,519,4.437478523821549
558038,518,4.435542207406536
5532252,365,4.4340498861584585
559006,508,4.431157011283037
5536716,294,4.427634449544903
5518958,11,4.4272512045163515
55601,314,4.4264364529011
43915,6,4.42453194953195
5537123,518,4.418559547150769
559766,15,4.40045644965021
55918,528,4.4002554111668735
55472,514,4.398964507215745
5538951,506,4.396664376007388
555067,513,4.395778454546717
557506,295,4.395703342059147
555134,519,4.389445009503995
555733,517,4.3877342127190495
5519694,7,4.383923365837445
555226,515,4.37235521605459
555745,354,4.370206922703412
559762,10,4.369983794295592
55812,514,4.368482705192909
5536758,163,4.368303141728319
5519785,72,4.3656862819872675
559606,520,4.363845723281719
558956,506,4.350121055216996
55740,27,4.348306453753096
55728,171,4.346472359180753
553358,518,4.341156606114844
559755,10,4.336739124994789
556098,570,4.335647323238494
55545,517,4.335524328377222
5519710,65,4.334504319108621
558955,510,4.33141764459915
5512551,20,4.331165635834753
5519627,72,4.328577182765494
55938,535,4.3283155480688515
551955,70,4.321812133392808
5519624,138,4.308858931086775
553366,344,4.308225743952469
55962,1,4.305418719211823
555505,517,4.304513701547211
55744,5,4.302478188505437
559754,13,4.301681700194465
5535026,62,4.300945457407211
55911,527,4.297700104034761
55804,516,4.2964438056894165
5519005,72,4.295706722449989
5535022,63,4.295138548929766
555507,512,4.2942309297963766
557028,521,4.291856649185851
55946,520,4.289797620642866
4319163,4,4.288905296595073
55519,211,4.286417168823806
5535412,508,4.283819057982228
558035,513,4.283259397760745
55708,529,4.270952438624086
5518505,178,4.259707733223942
556018,432,4.254982593506413
559318,516,4.253921148636558
551901,74,4.252155631862795
552666,15,4.251045170873183
552667,14,4.243456859812283
5535428,519,4.241331330138161
559558,516,4.237730644486641
556318,535,4.237169310538467
5519719,107,4.2358866240090745
55800,513,4.2354506597900174
5512706,1,4.235294117647059
5538958,506,4.225506378084183
5537751,72,4.224800840517461
55901,520,4.223790028934433
36H4119,6,4.223436840335384
55735,518,4.223027950908636
5515503,230,4.217806906186881
5518803,108,4.213831673445946
558068,525,4.208323500019558
558561,376,4.2068743433497975
555158,447,4.205391133506285
5518609,134,4.203533875558169
5519004,72,4.201900690931663
5534428,15,4.197828140691413
555714,510,4.194748635611692
5511564,3,4.193010886728164
55904,505,4.19166528937205
55903,513,4.179394452709195
555508,527,4.1775129340640405
5534413,15,4.1679106584633665
555030,511,4.167508084548625
552879,346,4.164726993297828
55715,517,4.162927766789311
5512149,3,4.162341671985346
5518510,135,4.152818431927799
55547,512,4.152684543197369
553031,331,4.152495755625735
5534426,15,4.150267909592987
558902,498,4.150019319902408
55375,223,4.148514086588659
559694,520,4.14741015517478
5512543,20,4.146858890163843
553376,515,4.146736406914808
553456,354,4.145396101010231
43938,3,4.142483660130719
556128,515,4.138992972713026
55902,502,4.1347328463937165
553324,512,4.131644138133732
556051,25,4.131558543632306
5518628,81,4.130682230914233
555345,516,4.126271685772851
5518407,168,4.123889549994584
5538810,64,4.120138974049835
5519738,179,4.119832849898137
557502,203,4.119283527764602
559003,509,4.111280415885522
552649,511,4.111221712893502
553388,433,4.110594462318807
5519798,142,4.106905439619002
556420,178,4.106537465618656
5519318,1,4.106194690265487
55935,507,4.105941648025537
5573,509,4.104293136387076
551677,22,4.102482765337393
555122,516,4.0989796714336135
555335,511,4.089345087851126
551907,70,4.086115675558587
553338,530,4.084601387749323
4319928,46,4.079547091578875
55927,223,4.075940647042582
554961,229,4.069917543333637
55727,513,4.0666370418060644
555346,517,4.0665388343892745
552868,346,4.066376801983437
5539518,435,4.064260413970383
555323,516,4.063667484401896
5539527,424,4.060618197172157
5568,517,4.059462154536925
55706,516,4.057811040261374
559792,202,4.0512077132623885
559607,519,4.051107025413203
5537628,523,4.049972658320964
