trainnumber,elviraid,delay
5518119,6,2.778107056756758
55932,511,2.777296741114068
555221,532,2.776030449283222
552717,498,2.77559455342009
553533,516,2.773384981701944
554934,519,2.7700438586102454
5518569,113,2.767000144430433
55317,283,2.766435064100664
558036,519,2.765166516065911
439946,518,2.7632238125692714
5536026,516,2.7627546321759993
553454,354,2.760793796076276
556106,517,2.7606855200734643
5512514,20,2.760371762740184
552304,65,2.7594464314607148
5537116,517,2.7575830663427316
559708,211,2.7566765754540934
55854,379,2.7509405441046386
554126,31,2.7494872513306317
5535019,63,2.743871083068999
5519780,33,2.7424831070996842
4319168,11,2.739064454268261
558054,511,2.739061192216103
554542,509,2.7368513359217665
5536638,416,2.7363793559579035
5539028,293,2.733738178678502
558514,22,2.731494304734376
55278,460,2.729402487427544
559038,354,2.7270892283870483
559238,519,2.7236441640927973
5539510,495,2.7227677510995565
5511223,1,2.7195121951219514
552731,515,2.719365100033286
552388,505,2.7191843443888435
55342,291,2.7188085744816384
557836,112,2.7175978810600143
558392,424,2.7173824036384473
36H1948,6,2.716316833751044
552346,346,2.716207121590523
552727,362,2.71574971078151
552668,88,2.715617217623272
557705,355,2.714839499602487
554951,520,2.7144800538076828
55607,286,2.714043297196321
558560,293,2.7128587661686345
5518306,14,2.711694508708008
5535725,64,2.709737308620641
554911,521,2.706941174180487
554416,422,2.7066337064023407
555039,515,2.7056636829129888
552653,14,2.705635707931858
5534416,14,2.7005447208123017
554422,419,2.698930347000749
557741,357,2.698466574354008
5533512,352,2.697153352790486
552517,330,2.695989098023415
5518559,138,2.6946914333059753
553238,354,2.690333190271807
558718,348,2.689995889869965
552627,350,2.6860281449356966
555027,512,2.6855393632573934
554514,509,2.6850239128857933
5538823,69,2.6813730080417466
5519786,83,2.6777056776513124
559515,512,2.676889457144181
5535246,115,2.675447442116234
5518581,7,2.675324675324675
559795,202,2.675056676680962
559019,348,2.674841366054036
554847,355,2.6748203231089636
559217,510,2.674090967421436
553317,344,2.6729754564531496
556254,352,2.6706120855461912
5538815,64,2.6677301663831416
36H8400,11,2.6661451396468046
559009,515,2.6659938542089234
553337,344,2.6657726235691626
5532226,355,2.6656792039157056
5539548,503,2.6635065638905724
555132,514,2.6604555799423983
5536351,59,2.6601014516148878
552528,341,2.6591924556941784
552737,491,2.658897064976926
552828,510,2.6574114556309394
553312,512,2.657048029110451
5519759,142,2.655495849562702
559211,521,2.6554669743034425
5519709,34,2.655116547474003
36H1828,4,2.653663967611336
553361,516,2.652368888339232
552617,511,2.6510468923465846
552757,478,2.6504975115836364
558065,517,2.64981762486081
552338,374,2.647638665286438
552648,518,2.6472235676872717
554428,431,2.646024280470827
5536717,351,2.645941502617
554810,569,2.6446168659663094
552631,16,2.643962045037583
553511,521,2.643740211411756
558301,545,2.643283975465822
36H1019,481,2.6411794909535127
553232,349,2.639833392954817
555342,507,2.6372518677424024
55844,378,2.636989845571652
552037,350,2.635361754031484
559047,512,2.635200415053144
5536722,368,2.6332375702252477
5519776,98,2.632771656976664
5518302,60,2.632522792852778
552488,516,2.632521736577743
5533522,351,2.6317125115946642
553234,353,2.6315804012402118
553260,350,2.630641623122569
5534917,58,2.63047562654383
552397,86,2.6278770581573854
556023,23,2.62718771058329
558063,515,2.624575822110092
5516133,2,2.6241787624140565
5537218,523,2.62031982856392
5535014,121,2.6202023929611507
5536626,517,2.6200371092570394
554410,417,2.6194548632047225
5535218,508,2.61861175588673
552776,326,2.617064535027685
4319181,1,2.6153846153846154
553442,350,2.614392042530187
36H1307,27,2.6120975073180954
555832,505,2.61140311834905
439023,1,2.611111111111111
5534438,13,2.607483612506101
554838,516,2.6066270431980554
5538365,134,2.6065193716854576
554532,511,2.606299191262507
552729,508,2.604021716169445
558057,511,2.5999135778016753
554925,514,2.5976052615262026
557032,7,2.597356716541316
5512717,2,2.5969827586206895
5537412,452,2.5952730792963226
5535636,505,2.5950744811083477
5536555,258,2.5933143016706413
557022,512,2.592082156530203
552725,495,2.5893246372818304
552747,355,2.5864165813896602
5535646,505,2.5863500198717038
5536518,523,2.5849835413151325
5532222,145,2.5836384918699613
553204,353,2.5819605806693486
559052,304,2.58116535316853
36H4373,6,2.5768504942189154
36H4148,503,2.5766129565664153
5534442,15,2.5764111258538502
556226,518,2.575643105097494
5517717,166,2.575095465277746
5535410,511,2.5735709909813282
554028,359,2.5725957570627003
558910,515,2.571118577477749
559516,517,2.56990370437247
554935,518,2.568261711264095
558058,517,2.5677960140852982
554541,518,2.5644266931294375
5516311,79,2.562418828322828
5536763,69,2.561891026537631
558510,387,2.5617742870175557
55949,509,2.561553158599859
5535021,63,2.561285862811981
553202,347,2.5559601803797105
552566,332,2.555664731233625
552676,15,2.55454892021005
4319193,6,2.553587985615635
556628,423,2.5532099178707015
552766,457,2.552779866177362
5534421,424,2.5526890517242653
558056,518,2.550133445951751
552835,517,2.5494184529972563
5533029,233,2.545807467711927
5532249,136,2.544253394062932
558396,427,2.5432581185237546
553144,503,2.5424645262930667
555517,510,2.542072106496259
552968,570,2.5415372486831376
555332,513,2.539313952101318
556328,440,2.5345602962686566
554923,515,2.5345193372513726
556033,27,2.529736038536191
556118,383,2.529192846824616
432808,479,2.5287198205398127
5533526,526,2.5283165004207
36H4268,10,2.5277707829406784
553669,348,2.5266758946323655
5536023,515,2.526268669815298
55937,508,2.5246591781670205
557026,512,2.520802826637619
5535025,512,2.519340241237901
558959,351,2.519062934482428
5531927,182,2.5151011998956365
556615,513,2.5142741306023733
55823,522,2.513585874292706
554121,362,2.512726494050685
553210,350,2.5101990269012715
5518048,38,2.509794648499054
552303,87,2.5093815380053166
555836,500,2.5037422067280897
43923,6,2.503656315560204
553166,489,2.5021532422218984
553812,347,2.502150141232004
558066,515,2.50123266999869
5513514,1,2.5
555717,510,2.4965350312818395
552711,359,2.4953161114831115
556047,26,2.494905039969926
55959,513,2.494611930297798
552815,509,2.4941692790521444
556102,512,2.4935180311128375
559447,515,2.493436995972229
558919,523,2.491479816732074
553331,528,2.4912555437699373
552723,498,2.490384991179684
553034,351,2.489121458604343
552348,516,2.488817795180444
55370,253,2.4873664207790553
5534912,515,2.4861968967628347
558110,514,2.4835634332677725
559062,511,2.4817117165912115
556626,517,2.4813335974528297
5535622,500,2.4802745003075723
5539563,35,2.479474876311808
553349,350,2.479280338068683
558055,512,2.4779346639649455
557643,153,2.4772610715936887
558963,439,2.47710925238692
552837,513,2.4765299186476084
36H1348,4,2.476363871635611
5519058,45,2.4761993905313955
556045,27,2.4760542749488677
553446,496,2.4747549157876554
557943,27,2.4743289715468317
559641,237,2.473834654277852
558256,519,2.4735400807875347
4319175,5,2.4723894717962516
552368,498,2.471971876158296
557725,517,2.471051125624764
558126,515,2.470659656575104
558064,516,2.4698648058242734
557918,328,2.465408817325411
5519603,39,2.464141002450191
556333,248,2.463814937306885
554017,198,2.462958456708749
5519790,153,2.46276858814148
553738,358,2.4618676476553953
552618,188,2.4608052482039264
439813,341,2.4602469501111703
558072,381,2.458122767709072
5532248,350,2.4581041631132194
553836,340,2.457895904623979
554536,511,2.4577306194306208
553627,340,2.4572902903453464
553718,360,2.4569157533955286
554924,520,2.456770393791351
553521,536,2.4547339107057247
553224,353,2.4538245466417465
555843,95,2.4534901723011076
556104,518,2.4522447238902254
552733,359,2.45086040508588
5534915,57,2.4504355057967895
5535724,516,2.4486746222388853
5536517,511,2.4481145394148385
556632,512,2.446338011212252
557722,510,2.446291901101084
5535516,355,2.4456985811484433
5536739,352,2.4422869433756986
552561,4,2.4414950664950665
559054,516,2.4404662825596803
553330,512,2.4401805174957563
559023,525,2.4393626486150786
553531,532,2.4376845686188022
556417,220,2.4369194248209807
553138,515,2.4325734681049584
552047,350,2.43241147321474
552718,346,2.431545272813822
5512510,20,2.431121690809191
551935,57,2.430793910988123
5539055,198,2.428811953291351
554544,512,2.4281957313511517
5532266,372,2.42755135043702
5538821,344,2.427201432589166
552358,359,2.4267160680123556
552372,262,2.4266161655099583
553421,347,2.424890662044816
5535714,122,2.4228739804770374
5512542,21,2.4224178871237694
552332,491,2.42197205869809
553617,347,2.4219171303691067
36H4720,7,2.420192008427303
554943,516,2.4176863580614345
5532218,454,2.415988648672469
554912,519,2.4158432370883447
554417,347,2.415228476436041
5533524,227,2.41441373747978
556614,512,2.4143974739387084
554915,510,2.414349970982854
555225,517,2.4139807773637316
5534468,87,2.4135079507715753
553244,351,2.4108159751032523
554223,519,2.41077089493831
557937,27,2.4099749992945503
552753,344,2.4093649002571733
555438,515,2.4093471457126916
555436,517,2.4087061457319168
36H1009,470,2.4077733701449815
557734,518,2.406256910496116
5537421,458,2.4035293851448016
55550,513,2.403355363366209
55162,513,2.4019477646539364
554945,517,2.401916942117262
559796,209,2.4018260766808788
552364,196,2.4015259999469776
5534432,15,2.400149186325657
5512656,1,2.4
556321,515,2.3995340708919057
553124,506,2.3978352177289923
554622,287,2.3966178260154924
553256,350,2.3944386634219756
558525,32,2.39226724415465
558018,192,2.3913696119715633
559043,351,2.3889893516486023
5519828,44,2.3888576460784736
559653,512,2.3882024300839824
559360,287,2.3869105773025785
5513325,4,2.3857638888888886
556234,518,2.385434438746267
552722,346,2.383776789157214
553474,354,2.382809465621344
554228,530,2.3794376679070344
555127,520,2.379008759733205
559794,202,2.3778612856014805
553118,506,2.377027876366826
552301,87,2.374818426304333
556129,433,2.3742276734779533
36H1250,4,2.3740540789959397
555213,514,2.373895306328035
5518210,43,2.3724095740024658
559643,514,2.3723642246329995
5538651,56,2.372334802450017
552017,349,2.3721103928591
55829,513,2.372055154195161
5533033,236,2.3686094814341976
5539552,348,2.368423265224826
553212,351,2.367017611440545
554933,513,2.365361459233685
36H1987,7,2.3650624444562154
439933,514,2.364721766243638
551658,3,2.3633715808651674
5534434,15,2.36298104486959
55876,379,2.362969389777036
552384,50,2.362037673845103
559704,202,2.3620302474526715
552437,339,2.3616347248076397
556193,529,2.3610417412910896
558112,423,2.3597817149805906
555837,345,2.3569095196675294
553379,351,2.3565761530471865
553186,493,2.3558634337623805
551234,1,2.3548387096774195
5532616,516,2.3540100730198157
5535423,512,2.35158382257156
557441,526,2.351349281298606
552337,388,2.350925763502536
553136,514,2.3486209680545476
553543,517,2.347475861038606
439932,427,2.3453910906463595
55840,114,2.3426793922921716
5534444,15,2.3406838772769585
558511,12,2.339349472042644
5519739,32,2.337142961540664
5538410,291,2.336443009483404
555816,509,2.335680349342557
559236,354,2.334807039539354
555418,520,2.3332247686813252
554534,510,2.332328485426316
559655,505,2.3321361345126674
553208,352,2.3316232693382344
555125,517,2.3315448432860473
5539566,354,2.331272220724205
5518611,180,2.3312217699834124
439938,478,2.3306162413091913
36H3118,479,2.3305515724790657
559036,348,2.3298607500373003
558549,201,2.3293353621862063
558318,90,2.3276613890649522
5538422,89,2.327235044877515
556133,540,2.326901683323611
554538,517,2.324877865236102
5532242,349,2.323695050977048
557541,512,2.3217424678612226
552546,332,2.3202703796996644
5519761,176,2.319245845819804
555128,519,2.318987093916008
553088,19,2.317854640625062
557732,510,2.317583614413638
556103,518,2.3159059150802617
556313,516,2.3154487594063844
5519629,61,2.3153891873939627
559514,485,2.3151602207070336
552789,46,2.314318112311808
439021,1,2.3125
5533021,232,2.3115697935150843
552958,514,2.310090162114877
553156,512,2.3082000648532643
5538923,508,2.308091325930719
552825,516,2.3078695056637932
552797,46,2.3073759501695896
557242,512,2.307086155520891
552845,515,2.3068793605698743
5534450,19,2.3068731010566013
552326,346,2.3063473626364024
5537559,1,2.3043478260869565
5512539,20,2.304313725490196
552312,488,2.302818643357131
555049,353,2.302269230106117
55272,372,2.3022190742915063
5534923,58,2.3013302821785735
553321,528,2.2994898344212844
5518590,45,2.2994332053995863
553323,517,2.29917794109548
5533024,231,2.298519756180002
556326,353,2.296702576900688
553311,519,2.2947827025953935
5538811,209,2.2939205783766226
5535425,513,2.2936477422772406
554146,104,2.2932774698624963
552745,476,2.2930230169628154
553214,353,2.2922516738826446
555512,510,2.29112339352061
439040,1,2.2903225806451615
552610,634,2.290220707401095
5512578,19,2.2900128724045135
556019,429,2.289508099798613
5512513,20,2.2889645682834536
5512532,20,2.2886058273343743
553250,347,2.2884897367561807
559531,516,2.287942145391699
556618,535,2.287256271030629
554432,419,2.2863893560905857
556637,512,2.2857560484029853
553525,509,2.2852542955808843
553753,24,2.285242925642598
554286,154,2.2764228465606906
36H9404,1,2.275
555826,348,2.274472359169642
5536719,506,2.274416174519164
554128,516,2.274258110108423
557029,518,2.273412955062071
5538826,256,2.2731336215323714
559223,516,2.271931973050167
555209,514,2.2711554627781085
552856,306,2.267554310742945
555846,346,2.266903903903907
554296,154,2.2658100107727837
554516,513,2.2639589779793035
554593,37,2.2628161124309116
553367,514,2.2625350096226047
551979,144,2.260947108949475
552736,350,2.2606440949541766
559226,516,2.259377657420134
558568,77,2.2591589124239833
553038,337,2.2583637369718206
556324,440,2.2569972074746794
554243,516,2.256310729996388
553068,543,2.255538439339324
555231,509,2.254514697018766
36H3182,466,2.2544997818975214
552785,480,2.2542524823361503
552720,344,2.254201067232096
5538829,511,2.252889586329171
554414,418,2.252758144492645
558040,514,2.2526413108635825
557613,152,2.2518837507103946
552826,496,2.249390030932551
439911,529,2.2477443457559545
5518596,24,2.2468478773448313
36H4171,39,2.2467697128481414
5535626,505,2.24615386464894
553659,350,2.2456586938510172
553242,348,2.244657259125186
5532258,521,2.244292305191548
5518045,78,2.2435102910264013
553345,518,2.2428370587275066
558147,64,2.242394931457431
553614,347,2.2402437777803965
558253,519,2.238314484130585
558520,34,2.2380184309833515
556810,511,2.2358698743071055
554018,288,2.2354777782647406
551566,7,2.233502922372079
5518710,34,2.233351343767191
558116,517,2.233188593739467
555113,523,2.2320599604744507
5518612,97,2.231659943234734
555117,515,2.230958786769796
553041,331,2.2308640829378077
5539519,499,2.2299163541175506
552633,15,2.2287752893070425
554917,351,2.2282196080507837
553315,511,2.228096706996807
5519747,167,2.226701942321311
552918,538,2.2263219902666465
5537626,518,2.2252974957553344
558222,512,2.225168816233314
5519527,2,2.225
552740,326,2.22133738301062
559441,531,2.2208987713461643
559561,381,2.220096253998375
554913,514,2.2193452100688247
553158,183,2.2183594679975163
551652,7,2.215655437493028
5515620,1,2.21505376344086
5533031,231,2.214880812343253
553252,350,2.2131242664660467
554116,439,2.210648015390823
5537026,431,2.2088249660648622
554522,510,2.2086399018551504
5537226,517,2.2085965632858326
5539558,519,2.208241573931552
559010,348,2.20713131617237
5535722,510,2.2056077787769266
553547,512,2.205604212728806
5536552,257,2.2042420191600436
556055,4,2.2036340852130327
4339927,259,2.2019375196747117
552442,494,2.201767073671157
559210,515,2.200214823541203
555317,510,2.200080969671845
553746,356,2.1999375181519585
556264,47,2.1967846523615857
36H2377,1,2.1956521739130435
5535739,85,2.1946469576438643
559816,10,2.194642857142857
552376,493,2.1946323482743084
554646,286,2.194511230490105
559039,509,2.1934311758278513
552366,347,2.1917718405723363
556135,385,2.19166001603954
558808,177,2.1916505706378366
5536526,256,2.190172047535114
555812,504,2.188941537261324
557615,152,2.1881287091933057
555331,519,2.1880405602976953
557928,329,2.1880390129314646
559633,156,2.186542195152978
559709,202,2.1855798227677923
554446,419,2.18550710173093
559478,121,2.178974032132163
552641,15,2.178474568345415
552946,523,2.1777161973544854
554298,1,2.176470588235294
5536528,1,2.176470588235294
36H4081,508,2.175505150558246
36H4778,490,2.1753506170378314
5533027,229,2.1735194519057544
5533514,524,2.1732937433251056
55819,274,2.1728148197062214
4339828,523,2.171587684986272
555828,355,2.16945055979783
5532228,518,2.168259279619917
5536715,368,2.1670318220448843
554434,422,2.1662409327599876
556323,337,2.1661701500881785
553826,341,2.1655856012788024
5537316,427,2.164317324431956
552042,351,2.1639620984935206
5511346,26,2.162709751898014
554920,515,2.1620807519070406
552420,493,2.159978687491732
552738,350,2.159717497426173
554444,421,2.158777717739673
36H5020,1,2.1578947368421053
5536855,77,2.156002314460285
553164,512,2.1539508283456534
559705,202,2.151383051565203
553462,351,2.1510382560221615
55501,527,2.1507222573081197
553426,493,2.1496978116421723
5535256,73,2.1488256111049395
555729,513,2.148260867243529
555411,520,2.148184511146021
439833,90,2.1467855475704973
36H1402,2,2.1464285714285714
553228,361,2.1462971891140423
5537021,233,2.145729206280115
551945,57,2.1435592340389453
5536811,528,2.14352863403223
553128,492,2.1432257881534804
5535429,510,2.1426442219458246
5532257,57,2.1411168071558815
5532256,370,2.1398135879302695
5538658,56,2.139659926759824
553320,516,2.137847560312988
559033,347,2.136851633335143
552822,490,2.135230489817952
553616,69,2.1351185274940265
5532612,513,2.134827527871792
555037,513,2.13451373751022
5535415,512,2.1330604900106556
5537618,540,2.1325889951227226
553427,480,2.1322877280263253
5516324,78,2.1320951278100924
553222,350,2.1318439216287284
36H4074,515,2.1303879269448047
555330,514,2.1302710468965556
55849,379,2.12995924347707
555538,427,2.129565660296034
4339928,399,2.1268134047197074
5519789,38,2.1262130031258066
552816,494,2.1259013568249627
552746,482,2.12507425567725
552526,337,2.1247694988927948
558028,228,2.122268526828086
552708,35,2.1209659116491877
5518843,213,2.1203859215940875
5537323,516,2.1201756896216897
554626,287,2.1199187539964512
5532254,372,2.118250338940799
439922,439,2.117543680955993
556194,517,2.1171835660495737
555820,345,2.1155890110751017
36H4138,500,2.1148870136547226
555112,515,2.11439442392058
555522,510,2.11419059674147
5536058,141,2.113873249345375
5537114,514,2.112921263489426
5536710,530,2.1106255944281176
553816,339,2.1104143339709176
4319177,5,2.1102811186628956
5519431,166,2.109607719388494
556121,515,2.109520835685745
559212,512,2.1078327803090553
5532217,407,2.1069978557223576
554927,510,2.1068492525132534
5537124,517,2.1062427489482904
559025,515,2.1023584981109558
552422,487,2.1018849800683057
556025,22,2.100971018539604
554981,2,2.1
552726,479,2.0994620542486357
559876,514,2.0983240621257284
554523,515,2.0980486696884264
5535419,508,2.09755027071377
5532227,508,2.0973210213992544
553313,518,2.0967397270543833
556009,518,2.0962105610922643
55523,518,2.0960157086681077
439171,520,2.0950741612309582
552498,492,2.0923777016500367
553874,173,2.0909393895065786
553535,516,2.0906862975252793
552842,491,2.090384315353375
556829,149,2.0898413043449215
5537122,513,2.0878769943304385
553425,346,2.0861323650622197
558513,22,2.084911554681622
556114,436,2.0837786677324113
5518601,1,2.0833333333333335
559056,213,2.0810641923464384
552634,14,2.0774588955146167
554518,510,2.0770019620337616
555247,122,2.07652508442876
552715,354,2.075721857747419
558206,506,2.0744049879935775
554616,300,2.073086717788481
439838,10,2.072111895567093
439183,515,2.0712382456741607
4319186,5,2.0705445207453317
55862,377,2.070350553518751
552411,499,2.069070212879738
559811,486,2.068850321386904
554543,517,2.0682521772582074
557633,151,2.066832426463514
555416,518,2.0667471627978298
552728,478,2.065683457539928
439913,515,2.0656725889943304
5537215,511,2.0652853792837407
5536553,261,2.0647702032390014
439926,516,2.064646025631161
5531915,183,2.0632013536750433
5535514,512,2.059513476111982
55510,287,2.0587323627023393
559057,257,2.058667960532681
552812,445,2.0581964257626515
553542,512,2.0569072330284772
559224,516,2.05608921215481
5532234,354,2.0560488105512227
36H1971,5,2.0551078088578087
554636,285,2.0548879359055032
554910,520,2.054254565391985
36H2129,1,2.054054054054054
36H1802,14,2.0531710786524653
556624,515,2.0531013342777835
5533025,231,2.0525185965752932
554238,228,2.051976218666498
554226,371,2.051185758164786
55503,518,2.0506791148996206
5539557,357,2.0504282328081893
5534128,524,2.0502700313571984
556314,518,2.050210480665577
5513524,1,2.05
5536725,412,2.0495578692045733
5533005,178,2.049449222557407
556067,26,2.048188940057342
554909,518,2.0478045604877786
554122,357,2.047582185741034
556053,26,2.0439011909275213
553484,487,2.0432574438105386
556311,458,2.0425894546351926
552356,430,2.0423808892727213
55847,381,2.0411260960886453
558914,90,2.0388946186450574
5536554,267,2.0360086704625027
5532614,519,2.0356082576435033
552657,14,2.035452585337191
36H2309,3,2.035375118708452
552328,513,2.0346688165602225
552713,366,2.0333857865112948
552486,498,2.032146993990998
556099,515,2.031622308449226
553763,25,2.0303023087527894
556622,512,2.029795155870451
553822,338,2.027134781960419
5511227,2,2.0244252873563218
559584,8,2.0243055555555554
558060,352,2.0227557829430367
558726,340,2.022539502729135
555511,513,2.0198353997066483
552839,503,2.0189566442683633
5533552,166,2.0188467731693924
4339830,514,2.0155551998139734
552427,508,2.015107745882287
556639,512,2.013976248083033
554326,351,2.013120753187462
552755,337,2.012570095648637
552463,514,2.012566997564339
553142,505,2.012279412316439
553526,519,2.0120718570426006
55855,341,2.0117416133340367
557221,523,2.009384054777405
5532214,462,2.0082973398575894
551032,83,2.005682486264322
558214,229,2.0055179675878056
554222,447,2.0045469784812058
554112,282,2.003422649691457
5532212,507,2.003306906113431
5536616,518,2.0023507420696873
5537631,525,2.0011229629815497
5512071,1,2.0
559411,514,1.9998053673932579
553333,516,1.9997181656109988
36H8449,5,1.9997058289037297
552936,516,1.9995286574690025
551833,80,1.9993333911630369
554346,350,1.9986316393617733
5532221,520,1.9979641812449302
5537636,516,1.9979539533905015
5537334,427,1.996323471746967
552342,235,1.9955565566921885
55866,380,1.9952408967775823
555018,522,1.9904475747999841
553522,513,1.9898188147331999
36H4039,505,1.9897346180861524
556109,513,1.9895610855949841
556244,518,1.989402910568263
559553,517,1.9890305350544693
552551,514,1.9874968115724876
553538,531,1.9865242528333753
553832,338,1.9859652682435618
555241,506,1.9856082034777278
553814,336,1.985545742005429
554158,8,1.9853646955912654
432806,480,1.984163876042627
558559,386,1.9836084887855316
552452,472,1.9827963487171663
552417,343,1.980691975359196
559818,497,1.9802358802396796
557612,151,1.979968175898578
552438,494,1.9797568665496508
552378,497,1.9785920109870225
552511,518,1.9780187278656776
554632,299,1.9780084635840007
552453,503,1.9772326995273122
552768,420,1.9765103025110162
432803,489,1.9764668647783912
559046,515,1.9755061591606906
558114,511,1.9747351129948743
559476,153,1.9696554217883186
439942,288,1.9683016910013582
558207,499,1.966797530608066
556230,511,1.9648752808522663
559040,511,1.9646576303832026
553335,517,1.9642145587080626
55349,290,1.9636478529272503
5512534,20,1.962386651016682
5535723,517,1.9613272909606017
557255,154,1.9611048574005636
5518578,7,1.961038961038961
553146,493,1.9607630490362726
36H4417,11,1.9585327725571628
556334,300,1.9583084762882428
5537326,523,1.958053055756152
556137,121,1.9580324234622686
552456,492,1.9575137247595604
559222,513,1.9572181401087094
4339814,503,1.9567895738758858
559063,349,1.9551383354551843
559225,517,1.9550529068730098
553148,505,1.9529479087689534
5536027,375,1.9523374097291246
439158,426,1.9521638225451738
559215,512,1.9513772764744448
5537414,167,1.9499139172069366
5538224,499,1.9486952066238676
36H1072,500,1.9483564414931818
553132,492,1.9478064816771963
559227,514,1.9470588671463642
552716,347,1.9468068035488626
5537461,151,1.945096240829581
5537327,515,1.9449218075880974
556638,509,1.9444236230294591
553343,515,1.944172674208791
559765,24,1.9424111273685547
5512535,19,1.9419631140236202
55950,148,1.9419475700907247
559703,202,1.9413630031423268
553448,503,1.9412313791300706
556068,4,1.9411165223665223
5518846,106,1.9398393096525233
553515,509,1.9394790761080982
556812,510,1.9377915258334661
5535717,512,1.9368796196786449
559753,25,1.9365482018606588
5534911,58,1.9362857800245241
553463,350,1.935890984901018
553325,513,1.9348037387287276
5538616,215,1.9341166959749774
551633,37,1.9340581112847044
552735,357,1.9332909246181516
43925,8,1.9324315438610076
559838,496,1.9324090159704068
552395,87,1.9310088316973453
439163,429,1.9302026075861682
55521,517,1.930178132398741
5511668,3,1.9298623063683304
55868,386,1.9294507924167974
5519019,162,1.9284103165078745
554929,352,1.9264187714052525
5534716,500,1.9260814171346528
552318,356,1.926069375221899
439185,228,1.926008116819968
5512862,1,1.9259259259259258
556150,513,1.92588012324839
556838,396,1.9258209224864336
554525,510,1.9258166255208848
36H3331,85,1.9250500194808056
555222,507,1.9242689483131359
554136,154,1.9240370545779073
558557,51,1.9206186124553883
5539013,289,1.9204580883450855
55404,41,1.9193879193994534
5538836,386,1.9158413146448086
36H5227,20,1.915659171242794
554420,416,1.9144818806842703
552533,517,1.9142181138124532
5535715,517,1.9139573033225086
556057,26,1.913129453105473
5517714,57,1.9125107033003603
553710,40,1.9121079187546677
559069,70,1.9109702087380258
558213,228,1.9109489144515401
556021,23,1.910741117892496
36H1282,24,1.9086815526227021
559620,200,1.9084282968487514
557709,512,1.908393547865706
5518719,76,1.9076422078977904
557623,153,1.9067531836254836
4339925,266,1.9066497029168499
5538226,500,1.906391654408997
553435,484,1.9028516473957753
553868,173,1.9022210339881793
439177,226,1.9016527343470904
553833,340,1.9011177290248327
552656,15,1.9006986737261324
555169,512,1.9004775846313318
5537016,518,1.8995656720847773
559756,11,1.899036525374327
553162,500,1.8985297204487654
552712,474,1.898311648744149
5533035,231,1.898284872670853
554937,513,1.8979818611281614
552415,501,1.8979712026293922
5533011,227,1.897313928805269
554276,153,1.8968647601745667
553078,415,1.8967006175150805
5535611,505,1.8956741514250885
5519781,127,1.8951975897581537
552431,503,1.8942556591629747
5536017,509,1.8941024824142074
552748,499,1.8936188781828733
552476,492,1.893445995882331
36H3128,461,1.8916017617659926
553357,513,1.8906960268682007
5532263,393,1.8897720171818198
553523,516,1.8893654192523301
5533054,172,1.888159910317658
552310,654,1.8879570861129913
555818,510,1.8879071181093607
5519720,180,1.8870916706093486
553546,516,1.8858306382186467
439934,355,1.885014489407726
559443,519,1.883474712296251
559361,290,1.8833413873114495
553536,516,1.88048273853583
552758,491,1.8799135510327785
439923,518,1.8796341842160458
552523,517,1.8792875953741373
552313,237,1.879090294381861
556110,415,1.8785985596355792
552651,15,1.8775424819339692
558250,240,1.8770583790005064
553837,337,1.8768575167407684
553884,174,1.8755802841090816
552322,334,1.874719281207787
4313991,1,1.8721590909090908
552527,511,1.8720129520011912
5516323,36,1.8695312801428656
5533052,171,1.869182301988685
552926,518,1.8688499570133297
5538347,511,1.8684156719416087
5538816,64,1.8668951400174132
4339917,392,1.865306574400923
553168,179,1.8652050324913876
559532,372,1.8648284029975546
556337,226,1.8638838705910272
555541,353,1.863818509176302
555312,513,1.863541703657336
558530,62,1.8632194999356397
5536952,329,1.8629870730298803
5532935,58,1.8626206098060079
553843,341,1.8622654541065693
5513313,3,1.8614163614163612
552482,496,1.8587375410937825
559412,345,1.8577071357202422
556011,510,1.8571540146160408
553466,493,1.8567169279200628
5531913,511,1.8565250628371608
5536953,335,1.856246434661004
5535216,513,1.8557505270016894
5533562,166,1.8545940087437651
552814,490,1.8541930412434322
558202,513,1.8515361064388183
5536018,394,1.8496903133265568
556630,509,1.8493754510792586
5532236,514,1.8493560213702354
558302,383,1.8487385107630345
439175,428,1.8483080313943299
557020,515,1.8478942516422587
5532255,392,1.8472197143950133
553514,510,1.846940580806425
554618,287,1.8467760040674324
558333,292,1.8463217784022332
554612,348,1.846129070097345
552775,339,1.8438456060771726
439126,154,1.8436270311618466
5518618,103,1.842951431521266
36H2097,10,1.8426286621942842
553527,513,1.8402059496353504
554558,297,1.8402053467398183
556037,26,1.8395182682988307
5534925,58,1.8385061096518718
552336,426,1.838324895971949
555115,517,1.8376291107835327
552765,476,1.8367175357147776
555551,512,1.8362208342523507
557216,517,1.8353909772483903
552650,25,1.8352147790657372
5519818,70,1.8351432542777169
558434,6,1.8347509275030607
5512530,16,1.8337605103230104
36H4187,487,1.8337157729367886
5537666,353,1.8336623945575548
36H1811,13,1.8334936315852184
554642,298,1.8333084194869584
559555,510,1.8328027273220324
552314,425,1.8318134833125665
556814,509,1.8317439504136634
552361,521,1.831553775994092
5519657,63,1.8313467478282
552832,490,1.830896064248555
552543,515,1.8305048327075528
553842,339,1.8301901119943023
556105,519,1.8298437694541219
552308,266,1.829750984440656
556112,432,1.8296785076621407
553411,495,1.82947026414095
5537120,513,1.829469335603113
5533511,537,1.8282247840363715
