,delay_cause,delay
448,"A vonat nem InterCity minőségű kocsikkal közlekedik, a vonaton a bisztrószolgáltatás szünetel. Utasainknak Nyíregyháza állomáson másik szerelvénybe kell átszállniuk.  ;Vonat műszaki hibája miatti késés",60.92307692307692
449,"A vonat nem InterCity minőségű kocsikkal közlekedik, illetve bisztrószakasz, valamint prémium és 1. osztály nélkül közlekedik. Utasainknak Nyíregyháza állomáson másik szerelvénybe kell átszállniuk.  ",55.333333333333336
450,"A vonat nem InterCity minőségű kocsikkal közlekedik, illetve bisztrószakasz, valamint prémium és 1. osztály nélkül közlekedik. Utasainknak Nyíregyháza állomáson másik szerelvénybe kell átszállniuk.  ;Vonat műszaki hibája miatti késés",58.7
451,A vonat nem InterCity minőségű kocsikkal közlekedik.,21.0
452,A vonat nem InterCity minőségű kocsikkal közlekedik. Székesfehérvár állomáson tartózkodik a hatósági intézkedés végéig.;Baleset miatti késés,25.78481012658228
453,A vonat nem InterCity minőségű kocsikkal közlekedik.;Baleset miatti késés,23.11111111111111
454,A vonat nem közlekedik.,87.875
455,"A vonat nem közlekedik.
",30.90909090909091
456,A vonat nem továbbít 25-ös számú kocsit.;Pálya állapota miatti késés,9.173913043478262
457,A vonat nem továbbít 25-ös számú kocsit.;Tartózkodási idő túllépése,6.483870967741935
458,"A vonat tetemes késése miatt, Nyíregyháza állomásig közlekedik. Nyíregyháza állomásról új szerelvény kerül kiállításra, amely várhatóan menetrend szerint (10:34) indul. ;>Kerékpárszállító és kerekesszékes utas utazására alkalmas kocsi nélkül, illetve bisztrószakasz, valamint prémium 1. osztályú kocsi nélkül közlekedik.;Felsővezetéki hiba miatti késés",57.19047619047619
459,"A vonat tetemes késése miatt, Nyíregyháza állomásig közlekedik. Nyíregyháza állomásról új szerelvény kerül kiállításra, amely várhatóan menetrend szerint (10:34) indul. ;Felsővezetéki hiba miatti késés",59.15625
460,A vonat utasellátó szolgáltatás közlekedik.;Pálya állapota miatti késés,11.48
461,A vonat utolsó 2 kocsija lezárva közlekedik.;Társvasúttól átvett késés,8.966101694915254
462,"A vonat utolsó egysége lezárva közlekedik, utazásra nem vehető igénybe.",22.5
463,"A vonat utolsó egysége lezárva közlekedik, utazásra nem vehető igénybe.;Más vonat által okozott késés",7.0
464,"A vonat utolsó egysége lezárva közlekedik, utazásra nem vehető igénybe.;Tartózkodási idő túllépése",7.0
465,"A vonat utolsó egysége lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",31.095394736842106
466,"A vonat utolsó hat kocsija lezárva közlekedik, utazásra  nem vehető igénybe;Vonat műszaki hibája miatti késés",8.375
467,"A vonat utolsó három kocsija lezárva közlekedik, utazásra  nem vehető igénybe;Vonat műszaki hibája miatti késés",15.588235294117647
468,"A vonat utolsó három kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",6.0
469,A vonat utolsó három kocsija lezárva közlekedik.;>Műszaki ok miatt előreláthatóan kb. 30 perc késéssel indul Füzesabony állomásról. ;Pálya állapota miatti késés,38.125
470,A vonat utolsó három kocsija lezárva közlekedik.;>Műszaki ok miatt előreláthatóan kb. 30 perc késéssel indul Füzesabony állomásról. ;Vonat műszaki hibája miatti késés,48.77272727272727
471,A vonat utolsó három kocsija lezárva közlekedik.;Pálya állapota miatti késés,13.923076923076923
472,"A vonat utolsó kettő kocsija  Püspökladány-Budapest-Keleti pályaudvar között lezárva közlekedik, utazásra nem vehető igénybe.",7.0
473,"A vonat utolsó kettő kocsija  Püspökladány-Budapest-Keleti pályaudvar között lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",16.318840579710145
474,"A vonat utolsó kettő kocsija  Záhony-Debrecen között lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",6.0
475,"A vonat utolsó kettő kocsija Debrecen-Püspökladány között lezárva közlekedik, utazásra nem vehető igénybe.;Hatósági intézkedés miatti késés",6.222222222222222
476,"A vonat utolsó kettő kocsija Debrecen-Püspökladány között lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",6.416666666666667
477,"A vonat utolsó kettő kocsija Nyíregyháza állomásig lezárva közlekedik, utazásra nem vehető igénybe.",8.615384615384615
478,"A vonat utolsó kettő kocsija Nyíregyháza állomásig lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",7.606060606060606
479,"A vonat utolsó kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.",26.0
480,"A vonat utolsó kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Csatlakozásra várás miatti késés",8.942857142857143
481,"A vonat utolsó kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",19.034415584415584
482,"A vonat utolsó kilenc kocsija lezárva közlekedik Nyíregyháza-Miskolc-Tiszai között, utazásra nem vehető igénybe.",7.0
483,"A vonat utolsó kilenc kocsija lezárva közlekedik Nyíregyháza-Miskolc-Tiszai között, utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",7.5
484,A vonat utolsó kocsija csak Miskolc-Tiszai állomásig közlekedik.;Vonat műszaki hibája miatti késés,7.25
485,"A vonat utolsó kocsija lezárva közlekedik Szombathely állomásig, utazásra nem vehető igénybe. Szombathely állomástól az utolsó kocsi nem közlekedik tovább.",6.5
486,"A vonat utolsó kocsija lezárva közlekedik Szombathely állomásig, utazásra nem vehető igénybe. Szombathely állomástól az utolsó kocsi nem közlekedik tovább.;Vonat műszaki hibája miatti késés",7.016393442622951
487,"A vonat utolsó kocsija lezárva közlekedik, amely utazásra nem vehető igénybe.;Időjárási ok miatti késés",8.333333333333334
488,"A vonat utolsó kocsija lezárva közlekedik, amely utazásra nem vehető igénybe.;Más vonat által okozott késés",7.0
489,"A vonat utolsó kocsija lezárva közlekedik, amely utazásra nem vehető igénybe.;Pálya állapota miatti késés",9.76
490,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.",50.93556920976276
491,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",24.357142857142858
492,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Csatlakozásra várás miatti késés",15.25925925925926
493,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Más vonat által okozott késés",18.0
494,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",62.06500911369332
495,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pályaépítés miatti késés",12.233333333333333
496,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Társvasúttól átvett késés",33.75623227347365
497,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",72.53584656084657
498,"A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Váltó meghibásodás miatti késés",6.0
499,A vonat utolsó kocsija lezárva közlekedik.,6.0
500,A vonat utolsó kocsija lezárva közlekedik.;Biztosítóberendezési hiba miatti késés,13.2
501,A vonat utolsó kocsija lezárva közlekedik.;Csatlakozásra várás miatti késés,7.588235294117647
502,A vonat utolsó kocsija lezárva közlekedik.;Pálya állapota miatti késés,10.227272727272727
503,A vonat utolsó kocsija lezárva közlekedik.;Tartózkodási idő túllépése,10.555555555555555
504,A vonat utolsó kocsija lezárva közlekedik.;Vonat műszaki hibája miatti késés,36.81981981981982
505,A vonat utolsó kocsija műszaki ok miatt lezárva közlekedik.;Pálya állapota miatti késés,13.272727272727273
506,A vonat utolsó kosija lezárva közlekedik.,7.0
507,A vonat utolsó kosija lezárva közlekedik.;Pálya állapota miatti késés,19.78181818181818
508,A vonat utolsó kosija lezárva közlekedik.;Vonat műszaki hibája miatti késés,13.785714285714286
509,A vonat utolsó négy kocsija csak Szolnok állomásig közlekedik.,12.0
510,A vonat utolsó négy kocsija csak Szolnok állomásig közlekedik.;Csatlakozásra várás miatti késés,17.6
511,A vonat utolsó négy kocsija csak Szolnok állomásig közlekedik.;Más vonat által okozott késés,17.333333333333332
512,"A vonat utolsó négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.",6.0
513,"A vonat utolsó négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Baleset miatti késés",7.823529411764706
514,"A vonat utolsó négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",14.602892102335929
515,"A vonat utolsó négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",9.1875
516,"A vonat utolsó öt kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",18.304878048780488
517,"A vonat utolsó öt kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",6.625
518,A vonat utolsó öt kocsija lezárva közlekedik.,22.8
519,A vonat utolsó öt kocsija lezárva közlekedik.;Vonat műszaki hibája miatti késés,33.250362844702465
520,"A vonat végén 1 egység lezárva közlekedik, utazásra nem vehető igénybe. ;Baleset miatti késés",8.4
521,"A vonat végén 1 kocsi lezárva közlekedik Szolnok és Debrecen viszonylaton, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",7.4375
522,"A vonat végén 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",10.857142857142858
523,"A vonat végén 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Csatlakozásra várás miatti késés",15.166666666666666
524,"A vonat végén 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",9.818181818181818
525,"A vonat végén 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Tartózkodási idő túllépése",8.588235294117647
526,"A vonat végén 3 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",6.0
527,"A vonat végén 3 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",12.878787878787879
528,"A vonat végén 4 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",21.0
529,"A vonat végén 4 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Biztosítóberendezési hiba miatti késés",12.352941176470589
530,"A vonat végén 4 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",6.666666666666667
531,"A vonat végén 4 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Társvasúttól átvett késés",6.5
532,"A vonat végén 4 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",9.0
533,"A vonat végén 5 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",8.235294117647058
534,"A vonat végén 6 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",6.0
535,"A vonat végén 7 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",15.166666666666666
536,"A vonat végén 7 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Tartózkodási idő túllépése",6.142857142857143
537,"A vonat végén 7 kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",21.32171893147503
538,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",52.06190476190476
539,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;>Műszaki hiba miatt csak Csincse megállóhelyig közlekedett. Füzesabony felé az 5027 számú vonattal lehet eljutni.",140.0
540,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;>Műszaki hiba miatt csak Csincse megállóhelyig közlekedett. Füzesabony felé az 5027 számú vonattal lehet eljutni.;Vonat műszaki hibája miatti késés",32.0
541,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Biztosítóberendezési hiba miatti késés",17.560606060606062
542,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Hatósági intézkedés miatti késés",17.04
543,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",131.48400792169645
544,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Társvasúttól átvett késés",21.61176470588235
545,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",47.997251374312846
546,"A vonat végén egy kocsi lezárva közlekedik, utazásra nem vehető igénybe. Kerekesszéket valamint kerékpárt szállító kocsit nem továbbít.",7.666666666666667
547,"A vonat végén hat kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",10.0
548,"A vonat végén hat kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Csatlakozásra várás miatti késés",14.78048780487805
549,"A vonat végén három kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Biztosítóberendezési hiba miatti késés",28.166666666666668
550,"A vonat végén három kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",20.75816993464052
551,"A vonat végén három kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",28.25925925925926
552,"A vonat végén kettő kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",11.041666666666666
553,"A vonat végén négy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",7.0
554,"A vonat végén négy kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",13.528301886792454
555,A vonat Ócsa állomásról indul.,6.0
556,A vonat Ócsa állomásról indul.;Baleset miatti késés,20.5
557,A vonat Ócsa állomásról indul.;Más vonat által okozott késés,11.0
558,A vonat Üllő állomásig közlekedik.;Baleset miatti késés,63.30769230769231
559,A vonaton a bisztrószolgáltatás szünetel.,24.6
560,"A vonaton a bisztrószolgáltatás szünetel.
;Vonat műszaki hibája miatti késés",30.07547169811321
561,A vonaton a bisztrószolgáltatás szünetel.;Tartózkodási idő túllépése,9.894736842105264
562,A vonaton a bisztrószolgáltatás szünetel.;Vonat műszaki hibája miatti késés,24.70754716981132
563,A vonatról Miskolc-Tiszai pályaudvaron másik szerelvénybe kell átszállni.;Vonat műszaki hibája miatti késés,8.076923076923077
564,Abony állomáson is megáll.;Pálya állapota miatti késés,13.717391304347826
565,Ajkáról előreláthatólag 40 perc késéssel fog indulni.,21.6
566,Az IC vonattal közlekedő 25 sz. kocsi Szombathely állomásig közlekedik. ,6.0
567,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.,6.0
568,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.;>Az Osztrák vasúti sztrájk miatt a vonat csak Hegyeshalom állomástól közlekedik. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni. ;>Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni.;Vonat műszaki hibája miatti késés,12.892857142857142
569,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.;Biztosítóberendezési hiba miatti késés,12.5
570,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.;Pálya állapota miatti késés,23.24102564102564
571,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.;Vonat műszaki hibája miatti késés,6.7
572,Az Osztrák vasúti sztrájk miatt a vonat Hegyeshalom-Győr állomások között közlekedik.;Más vonat által okozott késés,6.916666666666667
573,Az Osztrák vasúti sztrájk miatt a vonat csak Hegyeshalom állomástól közlekedik.;Vonat műszaki hibája miatti késés,47.57142857142857
574,Az Osztrák vasúti sztrájk miatt csak Szentgotthárd állomástól közlekedik.,6.0
575,Az Osztrák vasúti sztrájk miatt csak Szentgotthárd állomástól közlekedik.;Társvasúttól átvett késés,6.714285714285714
576,"Az első kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",12.60655737704918
577,Az osztrák vasúti sztrájk miatt a vonat Hegyeshalom állomástól közlekedik.;Tartózkodási idő túllépése,12.733333333333333
578,Az osztrák vasúti sztrájk miatt a vonat csak Hegyeshalom állomásig közlekedik. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni. ;Pálya állapota miatti késés,11.224489795918368
579,Az osztrák vasúti sztrájk miatt a vonat csak Hegyeshalom állomásig közlekedik. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni. ;Társvasúttól átvett késés,13.549295774647888
580,Az osztrák vasúti sztrájk miatt a vonat csak Hegyeshalom állomásig közlekedik. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni. ;Vonat műszaki hibája miatti késés,12.764705882352942
581,Az utolsó egység csak Tatabánya állomásig közlekedik.;Pálya állapota miatti késés,6.2
582,Az utolsó egység csak Tatabánya állomásig közlekedik.;Vonat műszaki hibája miatti késés,6.857142857142857
583,"Az utolsó hat kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",7.0
584,"Az utolsó kettő kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",9.75925925925926
585,"Az utolsó kocsi lezárva közlekedik, amely utazásra nem vehető igénybe.",28.4
586,"Az utolsó kocsi lezárva közlekedik, amely utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",6.923076923076923
587,"Az utolsó kocsi lezárva közlekedik, amely utazásra nem vehető igénybe.;Pálya állapota miatti késés",17.014705882352942
588,"Az utolsó kocsi lezárva közlekedik, amely utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",11.333333333333334
589,"Az utolsó kocsi lezárva közlekedik, utazásra nem vehető igénybe.",11.0
590,"Az utolsó kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",9.238095238095237
591,"Az utolsó kocsi lezárva közlekedik, utazásra nem vehető igéynbe.;Pálya állapota miatti késés",6.0
592,Az utolsó kocsi lezárva közlekedik.,10.0
593,Az utolsó kocsi lezárva közlekedik.;Csatlakozásra várás miatti késés,11.709677419354838
594,Bajánsenye-Őriszentpéter között vonatpótló autóbusz közeledik.,8.666666666666666
595,Bajánsenye-Őriszentpéter között vonatpótló autóbusz közeledik.;Vonatpótló busz miatti késés,7.0
596,Balatonszentgyörgy állomáson másik szerelvénybe kell átszállni.;Biztosítóberendezési hiba miatti késés,6.0
597,Balatonszentgyörgy állomáson másik szerelvénybe kell átszállni.;Csatlakozásra várás miatti késés,17.533333333333335
598,Balatonszentgyörgy állomáson másik szerelvénybe kell átszállni.;Vonat műszaki hibája miatti késés,12.090909090909092
599,Baleset elkerülése érdekében a Ferihegy megállóhelyen leszálló utasok a vonat első 10 kocsijának egyikét vegyék igénybe. ,49.5
600,Baleset elkerülése érdekében a Ferihegy megállóhelyen leszálló utasok a vonat első 10 kocsijának egyikét vegyék igénybe. ;Pálya állapota miatti késés,64.63834422657952
601,Baleset elkerülése érdekében a Ferihegy megállóhelyen leszálló utasok a vonat első 10 kocsijának egyikét vegyék igénybe. ;Vonat műszaki hibája miatti késés,61.949494949494955
602,Baleset miatt  a vonat Monor állomásig minden állomáson és megállóhelyen megáll. A vonat  Bp.-Nyugati pályaudvarról 19:38 indul.,117.91666666666667
603,Baleset miatt  a vonat Monor állomásig minden állomáson és megállóhelyen megáll. A vonat  Bp.-Nyugati pályaudvarról 19:38 indul.;Más vonat által okozott késés,117.0
604,Baleset miatt  a vonat Monor állomásig minden állomáson és megállóhelyen megáll. A vonat  Bp.-Nyugati pályaudvarról 19:38 indul.;Vonat műszaki hibája miatti késés,129.91666666666666
605,Baleset miatt Bp. Kelenföld állomásig közlekedik. Utasok átszállítva a Bp. Déli pályaudvarról menetrend szerint 21:25 órakor induló S10 személyvonatra. A Győrbe utazó utasok részére Komárom állomáson csatlakozás biztosítva lesz a Komáromból menetrend szerint 22:57 órakor induló G10 személyvonatra. ;Baleset miatti késés,124.13846153846154
606,Baleset miatt Cegléd-Kecskemét között a mai napon nem közlekedik.;Baleset miatti késés,110.13186813186813
607,Baleset miatt Dombóvár és Godisa között vonatpótló autóbusz közlekedik.,130.83333333333331
608,Baleset miatt Dombóvár és Godisa között vonatpótló autóbusz közlekedik.;Baleset miatti késés,133.7292663476874
609,Baleset miatt Dombóvár és Godisa között vonatpótló autóbusz közlekedik.;Csatlakozásra várás miatti késés,34.45454545454545
610,Baleset miatt Dombóvár és Godisa között vonatpótló autóbusz közlekedik.;Vonat műszaki hibája miatti késés,8.75
611,Baleset miatt Godisa és Dombóvár között vonatpótló autóbusz közlekedik.,23.77777777777778
612,Baleset miatt Godisa és Dombóvár között vonatpótló autóbusz közlekedik.;Baleset miatti késés,75.59322033898304
613,Baleset miatt Godisa és Dombóvár között vonatpótló autóbusz közlekedik.;Csatlakozásra várás miatti késés,37.71875
614,Baleset miatt Godisa-Dombóvár között vonatpótló autóbusz közlekedik.;Baleset miatti késés,98.80701754385964
615,Baleset miatt Inárcs-Kakucs állomáson másik vonatra kell átszállni.;Baleset miatti késés,44.266666666666666
616,Baleset miatt Kőbánya-Kispest állomásig közlekedik. Szerelvénye visszafordul Cegléd állomásra 2868 sz. Z 50 személyvonatnak.;Baleset miatti késés,72.9090909090909
617,Baleset miatt Kőbánya-Kispest állomásig közlekedik. Szerelvénye visszafordul Monor állomásra 2738 sz. S 50 személyvonatnak.;Baleset miatti késés,38.72727272727273
618,Baleset miatt Kőbánya-Kispest állomásig közlekedik. Szerelvénye visszafordul Monor állomásra 2738 sz. S 50 személyvonatnak.;Pálya állapota miatti késés,30.25
619,Baleset miatt Kőbánya-Kispest állomásig közlekedik. Szerelvénye visszafordul Monor állomásra 2748 sz. S 50 személyvonatnak.;Baleset miatti késés,64.5925925925926
620,Baleset miatt Kőbánya-Kispest állomásról indul.,39.5
621,"Baleset miatt Kőbánya-Kispest állomásról indul. A vonat utasait az IC 602 számú vonat szállítja ki, amely menetrendtől elérően Kőbánya alsón megáll.",20.958333333333332
622,"Baleset miatt Kőbánya-Kispest állomásról indul. A vonat utasait az IC 602 számú vonat szállítja ki, amely menetrendtől elérően Kőbánya alsón megáll.;>A vonat csak Táborfalva állomásig közlekedik.",28.53846153846154
623,"Baleset miatt Kőbánya-Kispest állomásról indul. A vonat utasait az IC 602 számú vonat szállítja ki, amely menetrendtől elérően Kőbánya alsón megáll.;>A vonat csak Táborfalva állomásig közlekedik.;Csatlakozásra várás miatti késés",26.0
624,Baleset miatt Kőbánya-Kispest állomásról indul. Bp.-Nyugati ból Kőbánya-Kispestre az utasok a Nyíregyháza állomásra közlekedő Nyírség IC-vel utazhatnak. Monor állomástó a vonat tovább közlekedik Szolnok állomásra Z 50 vonatként.  ;Más vonat által okozott késés,39.36363636363637
625,Baleset miatt Kőbánya-Kispest állomásról indul. Bp.-Nyugatiból Kőbánya-Kispestre az utasok a Nyíregyháza állomásra közlekedő Nyírség IC-vel utazhatnak. ,63.0
626,Baleset miatt Kőbánya-Kispest állomásról indul. Bp.-Nyugatiból Kőbánya-Kispestre az utasok a Nyíregyháza állomásra közlekedő Nyírség IC-vel utazhatnak. ;Csatlakozásra várás miatti késés,58.642857142857146
627,Baleset miatt Kőbánya-Kispest állomásról indul. Utasok Bp. Nyugatiból a mai napon 19:08 órakor induló Z 50 személyvonattal utazhatnak Kőbánya-Kispestre.,44.0
628,Baleset miatt Kőbánya-Kispest állomásról indul. Utasok Bp. Nyugatiból a mai napon 19:08 órakor induló Z 50 személyvonattal utazhatnak Kőbánya-Kispestre.;Baleset miatti késés,45.142857142857146
629,Baleset miatt Kőbánya-Kispest állomásról indul. Utasok Bp. Nyugatiból a mai napon 19:08 órakor induló Z 50 személyvonattal utazhatnak Kőbánya-Kispestre.;Más vonat által okozott késés,45.25
630,Baleset miatt Kőbánya-Kispest állomásról indul.;Baleset miatti késés,65.8529411764706
631,Baleset miatt Kőbánya-Kispest állomásról indul.;Más vonat által okozott késés,43.0
632,Baleset miatt Monor állomásig a Bp. Nyugatiból menetrend szerint 18:08 órakor induló S 50 2718 sz. vonat menetrendjében közlekedik.,77.5
633,Baleset miatt Monor állomásig a Bp. Nyugatiból menetrend szerint 18:08 órakor induló S 50 2718 sz. vonat menetrendjében közlekedik.;Csatlakozásra várás miatti késés,76.3
634,"Baleset miatt Monor állomástól a 2815 számú vonat a 2745 számú vonat menetrendje szerint közlekedik, minden állomáson és megállóhelyen megáll.",11.0
635,"Baleset miatt Monor állomástól a 2815 számú vonat a 2745 számú vonat menetrendje szerint közlekedik, minden állomáson és megállóhelyen megáll.;Csatlakozásra várás miatti késés",14.791666666666666
636,Baleset miatt Monor állomástól a 2817 számú vonat a 2737 számú vonat menetrendjében közlekedik.,9.5
637,Baleset miatt Monor állomástól a 2817 számú vonat a 2737 számú vonat menetrendjében közlekedik.;Baleset miatti késés,15.625
638,Baleset miatt Pécs és Godisa között nem közlekedik. Utasaink a 8051 sz. személyvonattal utazhatnak. ;Baleset miatti késés,53.375
639,Baleset miatt Székesfehérvár és Várpalota között vonatpótló autóbusz közlekedik.,70.0
640,Baleset miatt Székesfehérvár és Várpalota között vonatpótló autóbusz közlekedik.;Más vonat által okozott késés,65.09836065573771
641,Baleset miatt Tatabánya állomásig közlekedik. Katasztrófavédelem segítségével utasok a Tata állomásról menetrend szerint 18:51 órakor induló 313 sz. Mura IC vonatra lesznek átszállítva.,154.0
642,"Baleset miatt Tócóvölgy-Tiszalök állomások között nem közlekedik. Utasaink a 36658 számú vonattal utazhatnak, mely menetrendtől eltérően Tiszalök állomásig közlekedik.;Baleset miatti késés",80.71428571428571
643,Baleset miatt Várpalota állomástól új szerelvény közlekedik tovább.;Baleset miatti késés,70.92
644,Baleset miatt Várpalota és Székesfehérvár között vonatpótló autóbusz közlekedik.;Baleset miatti késés,16.46153846153846
645,Baleset miatt Várpalota és Székesfehérvár között vonatpótló autóbusz közlekedik.;Pálya állapota miatti késés,17.5
646,Baleset miatt Várpalota és Székesfehérvár között vonatpótló autóbusz közlekedik.;Társvasúttól átvett késés,9.363636363636363
647,Baleset miatt Várpalota és Székesfehérvár között vonatpótló autóbusz közlekedik.;Vonat műszaki hibája miatti késés,14.0
648,Baleset miatt a 2814-es számú vonat 10:08-kor indul és minden állomáson és megállóhelyen megáll.;Pálya állapota miatti késés,24.11111111111111
649,Baleset miatt a 2814-es számú vonat 10:08-kor indul és minden állomáson és megállóhelyen megáll.;Vonat műszaki hibája miatti késés,14.75
650,Baleset miatt a mai napon 10:08-kor indul és menetrendtől eltérően minden állomáson és megállóhelyen megáll.,33.72727272727273
651,Baleset miatt a mai napon 10:08-kor indul és menetrendtől eltérően minden állomáson és megállóhelyen megáll.;Csatlakozásra várás miatti késés,33.705882352941174
652,Baleset miatt a mai napon nem közlekedik.,121.49166666666666
653,Baleset miatt a mai napon nem közlekedik.;Baleset miatti késés,45.70967741935484
654,Baleset miatt a mai napon nem közlekedik.;Más vonat által okozott késés,32.0
655,Baleset miatt a vonat  Dombóvár -Sásd állomás között 8066 számú személyvonatként közlekedik.;Baleset miatti késés,23.0
656,Baleset miatt a vonat  Dombóvár -Sásd állomás között 8066 számú személyvonatként közlekedik.;Társvasúttól átvett késés,21.235294117647058
657,Baleset miatt a vonat Angyalföld állomástól minden állomáson és megállóhelyen megáll.,6.0
658,Baleset miatt a vonat Angyalföld állomástól minden állomáson és megállóhelyen megáll.;Csatlakozásra várás miatti késés,6.0
659,Baleset miatt a vonat Apafa állomásig közlekedett. Utasaink a katasztrófa védelem segítségével a 6133 számú vonattal utazhatnak tovább.;Baleset miatti késés,65.0952380952381
