,delay_cause,delay
222,A vonat bisztrószolgáltatás nélkül közlekedik.;Tartózkodási idő túllépése,26.26190476190476
223,A vonat bisztrószolgáltatás nélkül közlekedik.;Vonat műszaki hibája miatti késés,9.0
224,A vonat csak Angyalföldig közlekedik.;Biztosítóberendezési hiba miatti késés,16.916666666666668
225,A vonat csak Cegléd állomásig közlekedik.;Csatlakozásra várás miatti késés,8.5
226,A vonat csak Csorna állomásig közlekedik. Csorna és Győr között pótlóbusz közlekedik.;Forgalmi ok miatti késés,45.666666666666664
227,"A vonat csak Debrecen állomásig közlekedik, Utasaink a 6102 számú vonattal utazhatnak tovább Nyíregyházáig.;Hatósági intézkedés miatti késés",34.0
228,"A vonat csak Dombóvárig közlekedik. Budapest felé a késéssel közlekedő 809 számú BARANYA InterCity vonattal lehet eljutni, amely megáll Szakály-Hőgyész, Pincehely és Simontornya állomásokon.;Időjárási ok miatti késés",57.0
229,"A vonat csak Hatvan állomásig közlekedik, Utasaink a következő alkalmas vonattal utazhatnak tovább.;Baleset miatti késés",90.34782608695652
230,A vonat csak Kőbánya-Kispest állomásig közlekedik.,61.680952380952384
231,A vonat csak Kőbánya-Kispest állomásig közlekedik.;Baleset miatti késés,200.3657894736842
232,A vonat csak Kőbánya-Kispest állomásig közlekedik.;Biztosítóberendezési hiba miatti késés,28.0
233,A vonat csak Kőbánya-Kispest állomásig közlekedik.;Más vonat által okozott késés,17.0
234,A vonat csak Kőbánya-Kispest állomásig közlekedik.;Tartózkodási idő túllépése,12.0
235,A vonat csak Kőbánya-Kispest állomásig közlekedik.;Vonat műszaki hibája miatti késés,40.15
236,A vonat csak Martonvásár állomástól közlekedik. Martonvásárra a 4518 számú Z30-as vonattal lehet eljutni. Martonvásáron az átszállás biztosított.;Csatlakozásra várás miatti késés,13.518518518518519
237,A vonat csak Mende állomásig közlekedik.;Biztosítóberendezési hiba miatti késés,21.833333333333332
238,A vonat csak Rákos állomásig közlekedik.,9.4
239,A vonat csak Rákos állomásig közlekedik.;Biztosítóberendezési hiba miatti késés,78.75
240,A vonat csak Rákos állomásról indul. ,8.0
241,A vonat csak Rákos állomásról indul. ;Biztosítóberendezési hiba miatti késés,10.454545454545455
242,A vonat csak Rákospalota-Újpest állomásig közlekedik.,27.0
243,A vonat csak Rákospalota-Újpest állomásig közlekedik.;Felsővezetéki hiba miatti késés,128.875
244,A vonat csak Rákosrendező állomásig közlekedik.,24.857142857142858
245,A vonat csak Rákosrendező állomásig közlekedik.;Felsővezetéki hiba miatti késés,52.86666666666667
246,A vonat csak Szolnok állomásig közlekedik.;Biztosítóberendezési hiba miatti késés,34.285714285714285
247,"A vonat csak Szolnok állomástól közlekedik. Szolnokra a 2608 számú G50-es vonattal lehet eljutni, ahol az átszállás biztosított.;Csatlakozásra várás miatti késés",38.01234567901235
248,A vonat csak Táborfalva állomásig közlekedik.;Baleset miatti késés,42.432432432432435
249,A vonat csak Táborfalva állomásig közlekedik.;Vasútüzemen kívülálló ok miatti késés,64.03846153846153
250,A vonat csak Táborfalva állomásig közlekedik.;Vonat műszaki hibája miatti késés,34.170212765957444
251,A vonat csak Táborfalva állomástól közlekedik.;Biztosítóberendezési hiba miatti késés,15.80952380952381
252,A vonat csak Ócsa állomásig közlekedik.;Baleset miatti késés,113.4047619047619
253,"A vonat elején 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",10.434782608695652
254,"A vonat elején 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",7.0
255,"A vonat elején 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Tartózkodási idő túllépése",11.0
256,"A vonat elején 2 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",17.505158730158733
257,"A vonat elején 3 kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",6.555555555555555
258,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.",33.0
259,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Csatlakozásra várás miatti késés",19.967741935483872
260,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",69.46531298948295
261,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Tartózkodási idő túllépése",15.933333333333334
262,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Társvasúttól átvett késés",10.666666666666666
263,"A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",67.61484870263895
264,"A vonat elején három kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",8.421052631578947
265,"A vonat elején három kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",7.571428571428571
266,"A vonat elején kettő kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",20.863157894736844
267,"A vonat elején kettő kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",11.23076923076923
268,"A vonat első három kocsija lezárva közlekedik, utazásra nem vehető igénybe. ",6.0
269,"A vonat első három kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",11.11111111111111
270,"A vonat első három kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",7.166666666666667
271,"A vonat első kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.",8.0
272,"A vonat első kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Pálya állapota miatti késés",6.818181818181818
273,"A vonat első kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",29.360677555958862
274,"A vonat első kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Tartózkodási idő túllépése",6.523809523809524
275,"A vonat első kettő kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",10.0
276,A vonat első kettő kocsija lezárva közlekedik.,6.0
277,A vonat első kettő kocsija lezárva közlekedik.;Tartózkodási idő túllépése,6.95
278,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.",36.4
279,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. ",7.0
280,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Biztosítóberendezési hiba miatti késés",7.0
281,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",7.0
282,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. A vonat 1. osztályú kocsi nélkül közlekedik.",6.428571428571429
283,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. A vonat 1. osztályú kocsi nélkül közlekedik.;Társvasúttól átvett késés",9.11111111111111
284,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;>A vonat előreláthatólag 40-50 perc késéssel közlekedik.",55.0
285,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;>A vonat előreláthatólag 40-50 perc késéssel közlekedik.;Csatlakozásra várás miatti késés",56.023529411764706
286,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Biztosítóberendezési hiba miatti késés",6.0
287,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Csatlakozásra várás miatti késés",15.761904761904763
288,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Más vonat által okozott késés",7.833333333333333
289,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",103.32210117526382
290,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Tartózkodási idő túllépése",18.0
291,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Társvasúttól átvett késés",21.142857142857142
292,"A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",82.18216725903565
293,A vonat első kocsija lezárva közlekedik.,33.0
294,A vonat első kocsija lezárva közlekedik.;Csatlakozásra várás miatti késés,12.84375
295,A vonat első kocsija lezárva közlekedik.;Más vonat által okozott késés,6.0
296,A vonat első kocsija lezárva közlekedik.;Társvasúttól átvett késés,11.428571428571429
297,A vonat első kocsija lezárva közlekedik.;Vonat műszaki hibája miatti késés,18.88888888888889
298,A vonat első kocsija műszaki ok miatt lezárva közlekedik.;Pálya állapota miatti késés,21.03174603174603
299,"A vonat első két kocsija lezárva közlekedik, utazásra nem vehető igénybe.",7.0
300,"A vonat első két kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",8.508771929824562
301,"A vonat első négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",7.865384615384615
302,"A vonat első négy kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",6.787234042553192
303,"A vonat első négy kocsija lezárva közlekedik, utazásra nem vehetők igénybe.;Csatlakozásra várás miatti késés",6.235294117647059
304,"A vonat első öt kocsija lezárva közlekedik, utazásra nem vehető igénybe.",16.0
305,"A vonat első öt kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",23.183333333333334
306,A vonat előreláthatólag 10 perc késéssel közlekedik.,39.6
307,A vonat előreláthatólag 10 perc késéssel közlekedik.;Csatlakozásra várás miatti késés,24.12087912087912
308,A vonat előreláthatólag 10 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,45.63333333333333
309,A vonat előreláthatólag 10-15 perc késéssel indul Budapest-Keleti pályaudvarról.,13.0
310,A vonat előreláthatólag 10-15 perc késéssel indul Budapest-Keleti pályaudvarról.;Pálya állapota miatti késés,14.055555555555555
311,A vonat előreláthatólag 10-15 perc késéssel közlekedik.,30.666666666666668
312,A vonat előreláthatólag 10-15 perc késéssel érkezik Hegyeshalom határállomásra.,6.0
313,A vonat előreláthatólag 10-15 perc késéssel érkezik Hegyeshalom határállomásra.;Társvasúttól átvett késés,11.0
314,A vonat előreláthatólag 100 perc késéssel közlekedik. A vonat a Budapest-Kelenföld állomásig közlekedik.;Társvasúttól átvett késés,118.8
315,A vonat előreláthatólag 100 perc késéssel közlekedik.;Társvasúttól átvett késés,124.0
316,A vonat előreláthatólag 100-110 perc késéssel közlekedik.,117.0
317,A vonat előreláthatólag 100-110 perc késéssel közlekedik.;Más vonat által okozott késés,120.9090909090909
318,A vonat előreláthatólag 100-110 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,126.0
319,A vonat előreláthatólag 100-120 perc késéssel közlekedik.;Baleset miatti késés,74.0
320,A vonat előreláthatólag 15 perc késéssel közlekedik.,8.0
321,A vonat előreláthatólag 15 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,28.758333333333333
322,A vonat előreláthatólag 15-20 perc késéssel fog közlekedni.,11.0
323,A vonat előreláthatólag 15-20 perc késéssel fog közlekedni.;Csatlakozásra várás miatti késés,10.210526315789474
324,A vonat előreláthatólag 20 perc késéssel közlekedik.,13.8
325,A vonat előreláthatólag 20 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,9.647727272727273
326,A vonat előreláthatólag 20-25 perc késéssel közlekedik.,46.12605042016807
327,A vonat előreláthatólag 20-25 perc késéssel közlekedik.;Társvasúttól átvett késés,25.066666666666666
328,A vonat előreláthatólag 20-25 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,77.04686868686869
329,"A vonat előreláthatólag 20-30 perc késéssel fog indulni.;>A vonat végén három kocsi lezárva közlekedik, utazásra nem vehető igénybe. ",13.0
330,"A vonat előreláthatólag 20-30 perc késéssel fog indulni.;>A vonat végén három kocsi lezárva közlekedik, utazásra nem vehető igénybe. ;Vonat műszaki hibája miatti késés",13.428571428571429
331,A vonat előreláthatólag 20-30 perc késéssel közlekedik.,42.888888888888886
332,A vonat előreláthatólag 20-30 perc késéssel közlekedik.;Csatlakozásra várás miatti késés,23.4
333,A vonat előreláthatólag 20-30 perc késéssel közlekedik.;Pálya állapota miatti késés,23.2
334,A vonat előreláthatólag 25 perc késéssel érkezik Szob határállomásra.;Társvasúttól átvett késés,33.0
335,A vonat előreláthatólag 25-30 perc késéssel fog indulni.,32.0
336,A vonat előreláthatólag 25-30 perc késéssel fog indulni.;Társvasúttól átvett késés,35.0
337,A vonat előreláthatólag 25-30 perc késéssel közlekedik.,25.166666666666668
338,A vonat előreláthatólag 25-30 perc késéssel közlekedik.;Társvasúttól átvett késés,31.933333333333334
339,A vonat előreláthatólag 25-30 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,15.525
340,A vonat előreláthatólag 30 -40 perc késéssel közlekedik.,21.333333333333332
341,A vonat előreláthatólag 30 -40 perc késéssel közlekedik.;Más vonat által okozott késés,16.70967741935484
342,A vonat előreláthatólag 30-40 perc késéssel közlekedik.,65.0
343,A vonat előreláthatólag 30-40 perc késéssel közlekedik.;Más vonat által okozott késés,67.83333333333333
344,A vonat előreláthatólag 35 -40 perc késéssel közlekedik.,42.0
345,A vonat előreláthatólag 35 -40 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,43.55102040816327
346,A vonat előreláthatólag 35 perc késéssel érkezik Szob határállomásra.;Társvasúttól átvett késés,47.0
347,A vonat előreláthatólag 40-45 perc késéssel közlekedik.,32.888888888888886
348,A vonat előreláthatólag 40-45 perc késéssel közlekedik.;Más vonat által okozott késés,65.51724137931035
349,A vonat előreláthatólag 40-45 perc késéssel közlekedik.;Társvasúttól átvett késés,58.93333333333333
350,A vonat előreláthatólag 40-50 perc késéssel közlekedik.,60.0
351,A vonat előreláthatólag 45 perc késéssel fog indulni Lőkösháza állomásról.,19.0
352,A vonat előreláthatólag 45 perc késéssel fog indulni Lőkösháza állomásról.;Társvasúttól átvett késés,45.38461538461539
353,A vonat előreláthatólag 45-50 perc késéssel közlekedik.;Társvasúttól átvett késés,59.333333333333336
354,A vonat előreláthatólag 5 perc késéssel indul Budapest -Keleti pályaudvarról és Kőbánya felső állomáson is megáll.;Csatlakozásra várás miatti késés,7.264705882352941
355,A vonat előreláthatólag 5 perc késéssel indul Budapest -Keleti pályaudvarról és Kőbánya felső állomáson is megáll.;Pálya állapota miatti késés,9.0
356,A vonat előreláthatólag 5-10 perc késéssel fog indulni.,7.0
357,A vonat előreláthatólag 5-10 perc késéssel közlekedik.,6.5
358,A vonat előreláthatólag 5-10 perc késéssel közlekedik.;Más vonat által okozott késés,13.736842105263158
359,A vonat előreláthatólag 5-10 perc késéssel közlekedik.;Társvasúttól átvett késés,10.5
360,A vonat előreláthatólag 50 perc késéssel közlekedik.,46.0
361,A vonat előreláthatólag 50 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,47.0
362,A vonat előreláthatólag 50-60 perc késéssel közlekedik.;Más vonat által okozott késés,78.0
363,A vonat előreláthatólag 50-60 perc késéssel közlekedik.;Társvasúttól átvett késés,63.03125
364,A vonat előreláthatólag 60 perc késéssel közlekedik.,54.23809523809524
365,A vonat előreláthatólag 60 perc késéssel közlekedik. ,57.25
366,A vonat előreláthatólag 60 perc késéssel közlekedik. ;Csatlakozásra várás miatti késés,62.666666666666664
367,A vonat előreláthatólag 60 perc késéssel közlekedik. ;Más vonat által okozott késés,67.9090909090909
368,A vonat előreláthatólag 60 perc késéssel közlekedik.;Társvasúttól átvett késés,74.26666666666667
369,A vonat előreláthatólag 60 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés,78.70370370370371
370,A vonat előreláthatólag 60-70 perc késéssel közlekedik.;Csatlakozásra várás miatti késés,68.0
371,A vonat előreláthatólag 60-70 perc késéssel közlekedik.;Tartózkodási idő túllépése,37.064516129032256
372,A vonat előreláthatólag 80 perc késéssel közlekedik.;Társvasúttól átvett késés,79.71428571428571
373,A vonat helyett Csorna és Győr között pótlóbusz közlekedik.,43.56666666666666
374,A vonat helyett Csorna és Győr között pótlóbusz közlekedik.;Biztosítóberendezési hiba miatti késés,6.0
375,A vonat helyett Csorna és Győr között pótlóbusz közlekedik.;Forgalmi ok miatti késés,58.10526315789474
376,A vonat helyett Orosháza és Nagyszánás között pótlóbusz közlekedik.;Más vonat által okozott késés,26.333333333333332
377,A vonat hálókocsikat nem továbbít. Budapest-Keleti pályaudvaron másik szerelvénybe kell átszállni.;Társvasúttól átvett késés,12.134920634920634
378,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.,132.29780701754385
379,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A  vonat 20-as számú kocsija a vonat elején található.;Vonat műszaki hibája miatti késés,7.0212765957446805
380,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A vonat csak Kelenföld állomásig közlekedik.;Biztosítóberendezési hiba miatti késés,18.666666666666668
381,"A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Időjárási ok miatti késés",6.0
382,"A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A vonat első kocsija lezárva közlekedik, utazásra nem vehető igénybe. ;Társvasúttól átvett késés",7.243243243243243
383,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A vonat utolsó kocsija lezárva közlekedik.;Pálya állapota miatti késés,6.0
384,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>A vonat utolsó kocsija lezárva közlekedik.;Társvasúttól átvett késés,8.822222222222223
385,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Biztosítóberendezési hiba miatti késés,73.88249637155297
386,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Csatlakozásra várás miatti késés,6.366666666666666
387,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Más vonat által okozott késés,24.333333333333336
388,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Pálya állapota miatti késés,66.12034161490683
389,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Tartózkodási idő túllépése,6.0
390,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Társvasúttól átvett késés,68.99470725353078
391,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Vonat műszaki hibája miatti késés,30.042857142857144
392,A vonat kerekesszékes utazásra és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Váltó meghibásodás miatti késés,6.375
393,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik,40.0
394,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.,82.66666666666667
395,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>Műszaki ok miatt kerékpárszállító és kerekesszékes utas utazására alkalmas kocsi nélkül 
közlekedik.",12.8
396,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;>Műszaki ok miatt kerékpárszállító és kerekesszékes utas utazására alkalmas kocsi nélkül 
közlekedik.;Társvasúttól átvett késés",16.073529411764707
397,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Csatlakozásra várás miatti késés,13.045714285714286
398,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Felsővezetéki hiba miatti késés,41.43564825978619
399,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Társvasúttól átvett késés,52.82051282051282
400,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.;Vonat műszaki hibája miatti késés,21.041666666666668
401,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Társvasúttól átvett késés",6.428571428571429
402,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik.A vonat elején egy kocsi lezárva közlekedik, utazásra nem vehető igénybe.;Vonat műszaki hibája miatti késés",7.0
403,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat kerekesszékes  és kerékpárszállítására alkalmas kocsi nélkül közlekednek.,18.0
404,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat kerekesszékes  és kerékpárszállítására alkalmas kocsi nélkül közlekednek.;Baleset miatti késés,10.81132075471698
405,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat kerekesszékes  és kerékpárszállítására alkalmas kocsi nélkül közlekednek.;Vonat műszaki hibája miatti késés,6.891891891891892
406,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat utolsó három kocsija lezárva közlekedik, utazásra nem vehetők igénybe.",10.0
407,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat utolsó három kocsija lezárva közlekedik, utazásra nem vehetők igénybe.;>Előreláthatólag 30 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés",41.09090909090909
408,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat utolsó három kocsija lezárva közlekedik, utazásra nem vehetők igénybe.;>Előreláthatólag 50 perc késéssel közlekedik.;Vonat műszaki hibája miatti késés",45.136986301369866
409,"A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>A vonat utolsó három kocsija lezárva közlekedik, utazásra nem vehetők igénybe.;Társvasúttól átvett késés",9.0
410,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>Előreláthatólag 10-15 perc késéssel indul Budapest-Nyugati pályaudvarról.,12.0
411,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>Előreláthatólag 10-15 perc késéssel indul Budapest-Nyugati pályaudvarról.;Vonat műszaki hibája miatti késés,13.0
412,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;>Műszaki ok miatt kb. 20-25 perc késéssel indul Budapest-Keleti pályaudvarról.;Vonat műszaki hibája miatti késés,24.0
413,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;Pálya állapota miatti késés,6.769230769230769
414,A vonat kerekesszékes és kerékpárszállításra alkalmas kocsi nélkül közlekedik;Vonat műszaki hibája miatti késés,71.30972730972731
415,"A vonat kerekesszékes és kerékpárszállítására alkalmas kocsi nélkül közlekednek.

",21.333333333333336
416,"A vonat kerekesszékes és kerékpárszállítására alkalmas kocsi nélkül közlekednek.

;Vonat műszaki hibája miatti késés",12.223529411764705
417,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.,19.5
418,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.;Baleset miatti késés,42.30204081632653
419,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.;Biztosítóberendezési hiba miatti késés,7.904761904761905
420,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.;Pálya állapota miatti késés,7.0
421,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.;Társvasúttól átvett késés,9.333333333333334
422,A vonat kerékpár és kerekesszéke utazásra alkalmas kocsi nélkül közlekedik.;Vonat műszaki hibája miatti késés,6.888888888888889
423,"A vonat kerékpár és kerekesszékes utazásra alkalmas kocsi nélkül közlekedik.;>A vonat utolsó kocsija lezárva közlekedik, utazásra nem vehető igénybe.;Pálya állapota miatti késés",6.5
424,A vonat kerékpár és kerekesszékes utazásra alkalmas kocsi nélkül közlekedik.;Pálya állapota miatti késés,22.29230769230769
425,A vonat kerékpár és kerekesszékes utazásra alkalmas kocsi nélkül közlekedik.;Vonat műszaki hibája miatti késés,7.0
426,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.",14.333333333333334
427,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.;Biztosítóberendezési hiba miatti késés",21.754901960784313
428,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.;Csatlakozásra várás miatti késés",14.841481481481482
429,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.;Tartózkodási idő túllépése",12.482758620689655
430,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.;Társvasúttól átvett késés",18.004464285714285
431,"A vonat kerékpárszállító, és kerekesszékes utas utazására alkalmas kocsi nélkül közlekedik.;Vonat műszaki hibája miatti késés",28.772727272727273
432,A vonat kerülő útirányon keresztül közlekedik Szolnok állomásig.;Csatlakozásra várás miatti késés,12.066666666666666
433,A vonat kerülő útirányon keresztül közlekedik Szolnok állomástól.;Más vonat által okozott késés,7.0
434,A vonat kerülő útirányon keresztül közlekedik Szolnok állomástól.;Pálya állapota miatti késés,7.0
435,"A vonat kerülő útirányon át közlekedik, nem érinti Répcelak állomást.",27.045454545454547
436,"A vonat kerülő útirányon át közlekedik, nem érinti Répcelak állomást.;Csatlakozásra várás miatti késés",38.05882352941177
437,A vonat kőbánya-Alsó megállóhelyen is megáll illetve 10 perc késéssel fog indulni .,8.0
438,A vonat kőbánya-Alsó megállóhelyen is megáll illetve 10 perc késéssel fog indulni .;Csatlakozásra várás miatti késés,15.95890410958904
439,"A vonat menetrendtől eltérően Rétszilas állomáson megáll, a 34710 számú vonat utasainak elszállítása céljából.;>Utasainknak Sárbogárd állomáson másik szerelvénybe kell átszállniuk.",10.333333333333334
440,"A vonat menetrendtől eltérően Rétszilas állomáson megáll, a 34710 számú vonat utasainak elszállítása céljából.;>Utasainknak Sárbogárd állomáson másik szerelvénybe kell átszállniuk.;Vonat műszaki hibája miatti késés",15.27659574468085
441,A vonat menetrendtől eltérően a 13:38-kor indul és minden állomáson és megállóhelyen megáll.;Csatlakozásra várás miatti késés,18.214285714285715
442,"A vonat menetrendtől eltérően a 8399 számú vonat állomásain és megállóhelyein megáll.;>A mai napon nem közlekedik, Utasaink a 8309 számú vonattal tudnak utazni mely a 8399 számú vonat megállási helyein megáll.;>Utasainknak Sárbogárd állomáson másik szerelvénybe kell átszállniuk.",9.75
443,"A vonat menetrendtől eltérően a 8399 számú vonat állomásain és megállóhelyein megáll.;>A mai napon nem közlekedik, Utasaink a 8309 számú vonattal tudnak utazni mely a 8399 számú vonat megállási helyein megáll.;>Utasainknak Sárbogárd állomáson másik szerelvénybe kell átszállniuk.;Csatlakozásra várás miatti késés",10.923076923076923
444,A vonat menetrendtől eltérően minden állomáson és megállóhelyen megáll.;Tartózkodási idő túllépése,13.457142857142857
445,A vonat műszaki meghibásodás miatt várakozik Budai út megállóhelyen. Utasaink a 713 sz. NAPFÉNY InterCity vonattal utazhatnak tovább. ;Pálya állapota miatti késés,53.1875
446,A vonat műszaki meghibásodás miatt várakozik Budai út megállóhelyen. Utasaink a 713 sz. NAPFÉNY InterCity vonattal utazhatnak tovább. ;Vonat műszaki hibája miatti késés,90.10714285714286
447,"A vonat nem InterCity minőségű kocsikkal közlekedik, a vonaton a bisztrószolgáltatás szünetel.
Utasaink Nyíregyházától az IC603 számú vonattal tudnak tovább utazni. 16.34-kor Nyíregyházáról 1566 számú mentesítő vonat indul. ;Vonat műszaki hibája miatti késés",62.30232558139535
